,cos_scores,sorted_snippets
18,"tensor([0.6511, 0.5311, 0.3351, 0.0303, 0.0928, 0.0700, 0.0183])","tensor([0, 1, 2, 4, 5, 3, 6])"
19,"tensor([0.3523, 0.2899, 0.3078, 0.5510, 0.3276])","tensor([3, 0, 4, 2, 1])"
20,"tensor([0.1961, 0.2236, 0.1736, 0.5872, 0.1566])","tensor([3, 1, 0, 2, 4])"
21,"tensor([0.5255, 0.2250, 0.3847, 0.5983, 0.1346, 0.3761, 0.2159, 0.1632])","tensor([3, 0, 2, 5, 1, 6, 7, 4])"
22,"tensor([0.2376, 0.6225, 0.3294, 0.1493, 0.2565, 0.0607])","tensor([1, 2, 4, 0, 3, 5])"
23,"tensor([0.5173, 0.4983, 0.7012, 0.5885, 0.4759])","tensor([2, 3, 0, 1, 4])"
24,"tensor([0.1236, 0.3018, 0.2155, 0.1288, 0.6941, 0.0891])","tensor([4, 1, 2, 3, 0, 5])"
25,"tensor([0.1989, 0.3348, 0.1229, 0.6182, 0.3883, 0.1957])","tensor([3, 4, 1, 0, 5, 2])"
26,"tensor([0.7014, 0.3913, 0.4258, 0.1827, 0.2425])","tensor([0, 2, 1, 4, 3])"
27,"tensor([0.1726, 0.1081, 0.7599, 0.2452, 0.3113, 0.4627])","tensor([2, 5, 4, 3, 0, 1])"
28,"tensor([0.1316, 0.1653, 0.1175, 0.1204, 0.1975, 0.0891, 0.7985, 0.1895])","tensor([6, 4, 7, 1, 0, 3, 2, 5])"
29,"tensor([0.0165, 0.4554, 0.7149, 0.7206, 0.3835])","tensor([3, 2, 1, 4, 0])"
30,"tensor([0.1165, 0.1727, 0.2442, 0.2060, 0.2441, 0.4090, 0.5776, 0.6861])","tensor([7, 6, 5, 2, 4, 3, 1, 0])"
31,"tensor([0.1561, 0.0407, 0.1550, 0.4422, 0.1151])","tensor([3, 0, 2, 4, 1])"
32,"tensor([0.2240, 0.3332, 0.2943, 0.7577, 0.1501, 0.3358, 0.3187, 0.2811])","tensor([3, 5, 1, 6, 2, 7, 0, 4])"
33,"tensor([0.1117, 0.0942, 0.1595, 0.3370, 0.0385, 0.2196, 0.3189])","tensor([3, 6, 5, 2, 0, 1, 4])"
34,"tensor([ 0.5640,  0.2754,  0.1150,  0.1247, -0.0013])","tensor([0, 1, 3, 2, 4])"
35,"tensor([0.1295, 0.0955, 0.3724, 0.4364, 0.5515, 0.3755, 0.1640])","tensor([4, 3, 5, 2, 6, 0, 1])"
36,"tensor([0.1038, 0.1049, 0.2009, 0.4414, 0.6718])","tensor([4, 3, 2, 1, 0])"
37,"tensor([0.2041, 0.1756, 0.2738, 0.2943, 0.5680])","tensor([4, 3, 2, 0, 1])"
38,"tensor([0.2349, 0.3120, 0.2507, 0.1795, 0.7618, 0.1916, 0.1295, 0.4063])","tensor([4, 7, 1, 2, 0, 5, 3, 6])"
39,"tensor([0.0765, 0.0690, 0.0510, 0.0559, 0.2389, 0.7275, 0.1308])","tensor([5, 4, 6, 0, 1, 3, 2])"
40,"tensor([-2.1936e-02, -2.0212e-02,  4.1427e-01, -5.0125e-02, -3.6679e-04])","tensor([2, 4, 1, 0, 3])"
41,"tensor([0.4407, 0.5721, 0.2004, 0.3708, 0.5487])","tensor([1, 4, 0, 3, 2])"
42,"tensor([0.1052, 0.2948, 0.2861, 0.3549, 0.3668, 0.1960, 0.3787, 0.5366])","tensor([7, 6, 4, 3, 1, 2, 5, 0])"
43,"tensor([ 0.0593,  0.1663,  0.0262,  0.1130,  0.0014, -0.0518])","tensor([1, 3, 0, 2, 4, 5])"
44,"tensor([0.3036, 0.7426, 0.4075, 0.3980, 0.2510])","tensor([1, 2, 3, 0, 4])"
45,"tensor([0.1208, 0.1136, 0.0429, 0.1172, 0.5835, 0.1232])","tensor([4, 5, 0, 3, 1, 2])"
46,"tensor([0.3749, 0.2821, 0.3207, 0.5998, 0.8095, 0.1512, 0.5660, 0.2561, 0.1373])","tensor([4, 3, 6, 0, 2, 1, 7, 5, 8])"
47,"tensor([0.3584, 0.3328, 0.3492, 0.3197, 0.1256, 0.1101, 0.1807])","tensor([0, 2, 1, 3, 6, 4, 5])"
48,"tensor([0.1375, 0.1076, 0.1259, 0.0628, 0.2778])","tensor([4, 0, 2, 1, 3])"
49,"tensor([0.2306, 0.1628, 0.1469, 0.5909, 0.5733, 0.2431, 0.2081, 0.1497])","tensor([3, 4, 5, 0, 6, 1, 7, 2])"
50,"tensor([0.4636, 0.2152, 0.7676, 0.3617, 0.6103])","tensor([2, 4, 0, 3, 1])"
51,"tensor([0.1587, 0.2270, 0.0897, 0.7388, 0.1348, 0.2183, 0.2103, 0.1658])","tensor([3, 1, 5, 6, 7, 0, 4, 2])"
52,"tensor([0.3658, 0.4740, 0.4894, 0.6001, 0.3928])","tensor([3, 2, 1, 4, 0])"
53,"tensor([0.0572, 0.5457, 0.4498, 0.2567, 0.2311])","tensor([1, 2, 3, 4, 0])"
54,"tensor([0.0636, 0.6188, 0.0687, 0.0985, 0.1031])","tensor([1, 4, 3, 2, 0])"
55,"tensor([0.3791, 0.4898, 0.6795, 0.7782, 0.1800, 0.1661, 0.1288, 0.1493, 0.1791])","tensor([3, 2, 1, 0, 4, 8, 5, 7, 6])"
56,"tensor([0.1996, 0.3040, 0.2586, 0.7162, 0.6079, 0.3186, 0.0961, 0.2403])","tensor([3, 4, 5, 1, 2, 7, 0, 6])"
57,"tensor([0.2078, 0.2059, 0.1840, 0.2071, 0.7085, 0.1961, 0.1744])","tensor([4, 0, 3, 1, 5, 2, 6])"
58,"tensor([0.1648, 0.0565, 0.1200, 0.1847, 0.4053, 0.5744, 0.5042, 0.4025, 0.6613])","tensor([8, 5, 6, 4, 7, 3, 0, 2, 1])"
59,"tensor([0.2297, 0.7285, 0.4081, 0.3526, 0.2193, 0.2247])","tensor([1, 2, 3, 0, 5, 4])"
60,"tensor([0.2033, 0.1530, 0.1125, 0.3037, 0.6853, 0.4722, 0.2214, 0.3462])","tensor([4, 5, 7, 3, 6, 0, 1, 2])"
61,"tensor([0.6785, 0.5793, 0.3020, 0.2179, 0.1539, 0.1325])","tensor([0, 1, 2, 3, 4, 5])"
62,"tensor([0.0669, 0.2355, 0.0460, 0.0530, 0.4944, 0.2833, 0.7660])","tensor([6, 4, 5, 1, 0, 3, 2])"
63,"tensor([0.2097, 0.0897, 0.0120, 0.1706, 0.1175])","tensor([0, 3, 4, 1, 2])"
64,"tensor([0.0768, 0.0676, 0.3383, 0.2590, 0.3001, 0.7246, 0.0649, 0.1208])","tensor([5, 2, 4, 3, 7, 0, 1, 6])"
65,"tensor([0.1089, 0.2483, 0.0456, 0.2783, 0.2996, 0.2561, 0.2039, 0.0291, 0.7494])","tensor([8, 4, 3, 5, 1, 6, 0, 2, 7])"
66,"tensor([0.3634, 0.6876, 0.4428, 0.4169, 0.1145])","tensor([1, 2, 3, 0, 4])"
67,"tensor([0.1050, 0.1287, 0.1589, 0.3161, 0.2889, 0.2051, 0.1977, 0.0986, 0.6845])","tensor([8, 3, 4, 5, 6, 2, 1, 0, 7])"
68,"tensor([ 0.1841,  0.3183,  0.1903,  0.1203,  0.3559,  0.1200, -0.0272,  0.3249])","tensor([4, 7, 1, 2, 0, 3, 5, 6])"
69,"tensor([0.2358, 0.4455, 0.3514, 0.3078, 0.3292, 0.4258])","tensor([1, 5, 2, 4, 3, 0])"
70,"tensor([0.2018, 0.1578, 0.1959, 0.5067, 0.1476])","tensor([3, 0, 2, 1, 4])"
71,"tensor([0.0608, 0.5278, 0.0052, 0.5692, 0.3949])","tensor([3, 1, 4, 0, 2])"
72,"tensor([0.1522, 0.1495, 0.5840, 0.1623, 0.1936, 0.1958, 0.1733, 0.2579])","tensor([2, 7, 5, 4, 6, 3, 0, 1])"
73,"tensor([ 0.1063,  0.5562, -0.0015,  0.4012,  0.3355])","tensor([1, 3, 4, 0, 2])"
74,"tensor([0.2925, 0.1629, 0.1846, 0.1965, 0.0739, 0.3535, 0.2699, 0.4971])","tensor([7, 5, 0, 6, 3, 2, 1, 4])"
75,"tensor([0.0952, 0.8188, 0.4321, 0.4656, 0.2782])","tensor([1, 3, 2, 4, 0])"
76,"tensor([0.1812, 0.3758, 0.4308, 0.6562, 0.3982, 0.4512, 0.1153, 0.1621])","tensor([3, 5, 2, 4, 1, 0, 7, 6])"
77,"tensor([0.7182, 0.6541, 0.7488, 0.3139, 0.0737, 0.0856])","tensor([2, 0, 1, 3, 5, 4])"
78,"tensor([0.1962, 0.2638, 0.1553, 0.2142, 0.0965, 0.1722, 0.1043, 0.7422, 0.3332])","tensor([7, 8, 1, 3, 0, 5, 2, 6, 4])"
79,"tensor([0.5725, 0.3707, 0.3549, 0.1805, 0.0531, 0.0182, 0.0308, 0.0250])","tensor([0, 1, 2, 3, 4, 6, 7, 5])"
80,"tensor([0.4041, 0.0356, 0.0860, 0.0737, 0.0641])","tensor([0, 2, 3, 4, 1])"
81,"tensor([0.0244, 0.1439, 0.1918, 0.1796, 0.1273, 0.2954])","tensor([5, 2, 3, 1, 4, 0])"
82,"tensor([0.1380, 0.4515, 0.6073, 0.2502, 0.4885, 0.2997, 0.2989])","tensor([2, 4, 1, 5, 6, 3, 0])"
83,"tensor([0.4731, 0.1140, 0.7893, 0.4668, 0.3757, 0.2150, 0.3237])","tensor([2, 0, 3, 4, 6, 5, 1])"
84,"tensor([0.6204, 0.2787, 0.2474, 0.0990, 0.0017, 0.1467])","tensor([0, 1, 2, 5, 3, 4])"
85,"tensor([0.2622, 0.2208, 0.1899, 0.1009, 0.0967, 0.2903, 0.2305])","tensor([5, 0, 6, 1, 2, 3, 4])"
86,"tensor([-0.0290,  0.0116,  0.0875,  0.1424,  0.0053,  0.4932,  0.8086,  0.2890])","tensor([6, 5, 7, 3, 2, 1, 4, 0])"
87,"tensor([-0.0034,  0.0722,  0.4692,  0.0651,  0.0627])","tensor([2, 1, 3, 4, 0])"
88,"tensor([0.1500, 0.2801, 0.4910, 0.6235, 0.4808, 0.7747, 0.1612, 0.2369, 0.5071])","tensor([5, 3, 8, 2, 4, 1, 7, 6, 0])"
89,"tensor([0.4682, 0.4108, 0.2020, 0.1817, 0.1355, 0.3098, 0.1126])","tensor([0, 1, 5, 2, 3, 4, 6])"
90,"tensor([0.1524, 0.4443, 0.4775, 0.3307, 0.1740, 0.1858])","tensor([2, 1, 3, 5, 4, 0])"
91,"tensor([0.0939, 0.2965, 0.1097, 0.7109, 0.6461, 0.1074])","tensor([3, 4, 1, 2, 5, 0])"
92,"tensor([0.1672, 0.1552, 0.0570, 0.3109, 0.1193, 0.0860, 0.4834])","tensor([6, 3, 0, 1, 4, 5, 2])"
93,"tensor([0.3618, 0.7314, 0.2418, 0.0275, 0.2837, 0.2782, 0.2595, 0.2328])","tensor([1, 0, 4, 5, 6, 2, 7, 3])"
94,"tensor([0.1256, 0.1277, 0.2093, 0.1002, 0.4730])","tensor([4, 2, 1, 0, 3])"
95,"tensor([0.2512, 0.0313, 0.2822, 0.3527, 0.7541, 0.4125])","tensor([4, 5, 3, 2, 0, 1])"
96,"tensor([0.2220, 0.2122, 0.4511, 0.2002, 0.1248, 0.7224])","tensor([5, 2, 0, 1, 3, 4])"
97,"tensor([0.2704, 0.1350, 0.5111, 0.7306, 0.5760])","tensor([3, 4, 2, 0, 1])"
98,"tensor([0.1070, 0.2252, 0.2391, 0.2233, 0.2236, 0.2237, 0.3663, 0.7095])","tensor([7, 6, 2, 1, 5, 4, 3, 0])"
99,"tensor([0.3773, 0.4357, 0.4976, 0.7479, 0.4110, 0.2129])","tensor([3, 2, 1, 4, 0, 5])"
100,"tensor([0.0495, 0.2619, 0.0936, 0.2318, 0.3907, 0.3386])","tensor([4, 5, 1, 3, 2, 0])"
101,"tensor([0.3875, 0.2852, 0.2181, 0.2065, 0.2219])","tensor([0, 1, 4, 2, 3])"
102,"tensor([0.6263, 0.4743, 0.3994, 0.4245, 0.3752, 0.3274, 0.2408, 0.3297, 0.0947])","tensor([0, 1, 3, 2, 4, 7, 5, 6, 8])"
103,"tensor([0.1810, 0.0982, 0.1327, 0.7700, 0.4015, 0.4367])","tensor([3, 5, 4, 0, 2, 1])"
104,"tensor([0.3264, 0.4113, 0.2643, 0.2775, 0.8159, 0.1825, 0.1877, 0.2144, 0.2707])","tensor([4, 1, 0, 3, 8, 2, 7, 6, 5])"
105,"tensor([0.4283, 0.6993, 0.6792, 0.5691, 0.4252])","tensor([1, 2, 3, 0, 4])"
106,"tensor([0.3884, 0.6184, 0.4833, 0.4471, 0.5968, 0.7478, 0.5401, 0.3568])","tensor([5, 1, 4, 6, 2, 3, 0, 7])"
107,"tensor([0.4424, 0.6536, 0.2585, 0.2084, 0.1140])","tensor([1, 0, 2, 3, 4])"
108,"tensor([0.5609, 0.7197, 0.4738, 0.1025, 0.1150, 0.0833])","tensor([1, 0, 2, 4, 3, 5])"
109,"tensor([ 0.4898,  0.3816,  0.5249,  0.4581, -0.0318,  0.1026])","tensor([2, 0, 3, 1, 5, 4])"
110,"tensor([0.5178, 0.4580, 0.1886, 0.2791, 0.4889, 0.2869])","tensor([0, 4, 1, 5, 3, 2])"
111,"tensor([0.2990, 0.1515, 0.3313, 0.1281, 0.4057])","tensor([4, 2, 0, 1, 3])"
112,"tensor([0.1749, 0.1672, 0.7992, 0.0610, 0.1139, 0.0769])","tensor([2, 0, 1, 4, 5, 3])"
113,"tensor([0.3749, 0.3498, 0.7062, 0.5741, 0.8088, 0.7367, 0.2331, 0.2781, 0.1653])","tensor([4, 5, 2, 3, 0, 1, 7, 6, 8])"
114,"tensor([0.5621, 0.2895, 0.3185, 0.2357, 0.1635, 0.2308])","tensor([0, 2, 1, 3, 5, 4])"
115,"tensor([ 0.4624,  0.1130,  0.7060,  0.2663,  0.2672,  0.2379,  0.2013, -0.0651])","tensor([2, 0, 4, 3, 5, 6, 1, 7])"
116,"tensor([ 0.0047, -0.0501,  0.3092,  0.3429,  0.2391,  0.5173,  0.2383,  0.0161,
         0.1949])","tensor([5, 3, 2, 4, 6, 8, 7, 0, 1])"
117,"tensor([0.1624, 0.2143, 0.2469, 0.4684, 0.4388, 0.7999])","tensor([5, 3, 4, 2, 1, 0])"
118,"tensor([0.7534, 0.5465, 0.5565, 0.5519, 0.6907, 0.5531, 0.3086])","tensor([0, 4, 2, 5, 3, 1, 6])"
119,"tensor([0.3910, 0.2171, 0.4511, 0.4948, 0.5006, 0.5521, 0.4423, 0.4362])","tensor([5, 4, 3, 2, 6, 7, 0, 1])"
120,"tensor([0.6418, 0.2591, 0.3738, 0.3157, 0.3753, 0.1620, 0.1402, 0.2835, 0.3780])","tensor([0, 8, 4, 2, 3, 7, 1, 5, 6])"
121,"tensor([0.2034, 0.2064, 0.1929, 0.3134, 0.1567])","tensor([3, 1, 0, 2, 4])"
122,"tensor([0.1401, 0.7244, 0.1229, 0.1797, 0.1181, 0.1248, 0.1059, 0.1424, 0.2029])","tensor([1, 8, 3, 7, 0, 5, 2, 4, 6])"
123,"tensor([0.2924, 0.6682, 0.1974, 0.2974, 0.2688, 0.2901])","tensor([1, 3, 0, 5, 4, 2])"
124,"tensor([0.1812, 0.1094, 0.1910, 0.0225, 0.0302, 0.3661])","tensor([5, 2, 0, 1, 4, 3])"
125,"tensor([ 0.0855,  0.1682,  0.5465,  0.4610, -0.0073,  0.0175,  0.0547,  0.0713,
         0.1961])","tensor([2, 3, 8, 1, 0, 7, 6, 5, 4])"
126,"tensor([0.2650, 0.1036, 0.0498, 0.4909, 0.5273, 0.6114, 0.6605])","tensor([6, 5, 4, 3, 0, 1, 2])"
127,"tensor([0.4263, 0.2544, 0.4270, 0.5178, 0.2643, 0.1149, 0.3589, 0.4094])","tensor([3, 2, 0, 7, 6, 4, 1, 5])"
128,"tensor([0.4841, 0.5466, 0.3065, 0.2124, 0.2159, 0.2546])","tensor([1, 0, 2, 5, 4, 3])"
129,"tensor([0.4283, 0.5289, 0.6170, 0.2454, 0.2082])","tensor([2, 1, 0, 3, 4])"
130,"tensor([0.2399, 0.5296, 0.2008, 0.1338, 0.1181, 0.1902, 0.2322, 0.0782])","tensor([1, 0, 6, 2, 5, 3, 4, 7])"
131,"tensor([0.1096, 0.7415, 0.7452, 0.3033, 0.3539, 0.3352])","tensor([2, 1, 4, 5, 3, 0])"
132,"tensor([0.2644, 0.7658, 0.3421, 0.4839, 0.2243, 0.2428, 0.2965, 0.2987, 0.3345])","tensor([1, 3, 2, 8, 7, 6, 0, 5, 4])"
133,"tensor([0.3278, 0.1185, 0.2944, 0.4440, 0.7674, 0.1000, 0.3205, 0.1705, 0.1764])","tensor([4, 3, 0, 6, 2, 8, 7, 1, 5])"
134,"tensor([0.1177, 0.0574, 0.6887, 0.4186, 0.1322, 0.0804])","tensor([2, 3, 4, 0, 5, 1])"
135,"tensor([0.3859, 0.3771, 0.4325, 0.4937, 0.8153, 0.8083])","tensor([4, 5, 3, 2, 0, 1])"
136,"tensor([0.6146, 0.5157, 0.2112, 0.3555, 0.2257])","tensor([0, 1, 3, 4, 2])"
137,"tensor([0.1459, 0.5622, 0.4677, 0.1976, 0.1841, 0.1390, 0.2001])","tensor([1, 2, 6, 3, 4, 0, 5])"
138,"tensor([0.1244, 0.1873, 0.2782, 0.2560, 0.2407, 0.1895, 0.2449, 0.2126, 0.2846])","tensor([8, 2, 3, 6, 4, 7, 5, 1, 0])"
139,"tensor([-0.0255,  0.0134,  0.0749,  0.0571,  0.7790])","tensor([4, 2, 3, 1, 0])"
140,"tensor([0.1778, 0.1146, 0.2025, 0.1041, 0.0776, 0.2860, 0.1880])","tensor([5, 2, 6, 0, 1, 3, 4])"
141,"tensor([0.0357, 0.0405, 0.5363, 0.3555, 0.2423])","tensor([2, 3, 4, 1, 0])"
142,"tensor([0.8171, 0.4860, 0.2893, 0.2882, 0.1152, 0.1105, 0.3193, 0.1589, 0.3671])","tensor([0, 1, 8, 6, 2, 3, 7, 4, 5])"
143,"tensor([0.0931, 0.2860, 0.3160, 0.2713, 0.5864])","tensor([4, 2, 1, 3, 0])"
144,"tensor([0.1095, 0.1692, 0.1282, 0.7685, 0.5385, 0.1577, 0.1488, 0.1274, 0.3322])","tensor([3, 4, 8, 1, 5, 6, 2, 7, 0])"
145,"tensor([0.0889, 0.1200, 0.1249, 0.5893, 0.2524, 0.1361])","tensor([3, 4, 5, 2, 1, 0])"
146,"tensor([0.4179, 0.5015, 0.2923, 0.2016, 0.0767, 0.1508, 0.1089])","tensor([1, 0, 2, 3, 5, 6, 4])"
147,"tensor([0.4016, 0.1545, 0.1890, 0.0565, 0.1200, 0.2424])","tensor([0, 5, 2, 1, 4, 3])"
148,"tensor([0.2410, 0.7174, 0.6924, 0.0992, 0.0862, 0.3133])","tensor([1, 2, 5, 0, 3, 4])"
149,"tensor([0.1667, 0.0476, 0.5248, 0.2423, 0.2226, 0.3237])","tensor([2, 5, 3, 4, 0, 1])"
150,"tensor([0.2335, 0.3892, 0.4080, 0.4187, 0.5430])","tensor([4, 3, 2, 1, 0])"
151,"tensor([0.0469, 0.1480, 0.0714, 0.0791, 0.1087, 0.2329, 0.5918, 0.3425, 0.0618])","tensor([6, 7, 5, 1, 4, 3, 2, 8, 0])"
152,"tensor([0.0543, 0.0984, 0.1486, 0.1240, 0.1203, 0.1079, 0.5241, 0.2193])","tensor([6, 7, 2, 3, 4, 5, 1, 0])"
153,"tensor([0.1981, 0.3562, 0.3265, 0.0537, 0.6736, 0.5839])","tensor([4, 5, 1, 2, 0, 3])"
154,"tensor([0.6007, 0.1486, 0.2929, 0.2711, 0.3363])","tensor([0, 4, 2, 3, 1])"
155,"tensor([0.1917, 0.6394, 0.4806, 0.3856, 0.4371, 0.4716, 0.3659, 0.3676, 0.3500])","tensor([1, 2, 5, 4, 3, 7, 6, 8, 0])"
156,"tensor([0.0678, 0.0420, 0.0904, 0.4547, 0.1629, 0.0625, 0.3089])","tensor([3, 6, 4, 2, 0, 5, 1])"
157,"tensor([0.6738, 0.2351, 0.2064, 0.1774, 0.1172, 0.1853, 0.0411, 0.0507, 0.1156])","tensor([0, 1, 2, 5, 3, 4, 8, 7, 6])"
158,"tensor([0.7667, 0.4755, 0.1040, 0.2704, 0.2215])","tensor([0, 1, 3, 4, 2])"
159,"tensor([0.1504, 0.1792, 0.1403, 0.1635, 0.1387, 0.6631])","tensor([5, 1, 3, 0, 2, 4])"
160,"tensor([0.4117, 0.2513, 0.3277, 0.1665, 0.2825])","tensor([0, 2, 4, 1, 3])"
161,"tensor([0.4132, 0.2366, 0.1089, 0.0651, 0.1701, 0.2007])","tensor([0, 1, 5, 4, 2, 3])"
162,"tensor([0.0713, 0.5808, 0.2246, 0.1217, 0.1624])","tensor([1, 2, 4, 3, 0])"
163,"tensor([0.3221, 0.5113, 0.3270, 0.5879, 0.1751])","tensor([3, 1, 2, 0, 4])"
164,"tensor([0.0679, 0.4567, 0.2593, 0.6005, 0.3648])","tensor([3, 1, 4, 2, 0])"
165,"tensor([0.0812, 0.4289, 0.6785, 0.5279, 0.4205])","tensor([2, 3, 1, 4, 0])"
166,"tensor([0.0235, 0.0362, 0.2798, 0.5821, 0.1376, 0.0647])","tensor([3, 2, 4, 5, 1, 0])"
167,"tensor([ 5.6266e-02,  3.8636e-01,  2.9046e-04, -9.3577e-02, -3.3644e-02,
         1.5229e-01])","tensor([1, 5, 0, 2, 4, 3])"
168,"tensor([0.4055, 0.0942, 0.2509, 0.0329, 0.3730, 0.3011, 0.0706])","tensor([0, 4, 5, 2, 1, 6, 3])"
169,"tensor([0.3228, 0.2076, 0.2541, 0.1308, 0.7352, 0.1361, 0.1085])","tensor([4, 0, 2, 1, 5, 3, 6])"
170,"tensor([0.2342, 0.2873, 0.4661, 0.6601, 0.6727, 0.5811, 0.1203])","tensor([4, 3, 5, 2, 1, 0, 6])"
171,"tensor([ 0.4175,  0.1593,  0.0860,  0.1506,  0.3552, -0.0189])","tensor([0, 4, 1, 3, 2, 5])"
172,"tensor([0.1486, 0.3931, 0.4195, 0.1626, 0.1475])","tensor([2, 1, 3, 0, 4])"
173,"tensor([0.3587, 0.2503, 0.2160, 0.2162, 0.8871, 0.0935, 0.3750, 0.3732])","tensor([4, 6, 7, 0, 1, 3, 2, 5])"
174,"tensor([0.1973, 0.2431, 0.4439, 0.3710, 0.3722, 0.8245, 0.2672])","tensor([5, 2, 4, 3, 6, 1, 0])"
175,"tensor([0.3270, 0.2271, 0.2093, 0.5821, 0.3342])","tensor([3, 4, 0, 1, 2])"
176,"tensor([0.5296, 0.0996, 0.1475, 0.2173, 0.2168, 0.1304, 0.1646, 0.1150, 0.0419])","tensor([0, 3, 4, 6, 2, 5, 7, 1, 8])"
177,"tensor([0.4605, 0.4560, 0.2760, 0.7391, 0.1991, 0.3544])","tensor([3, 0, 1, 5, 2, 4])"
178,"tensor([0.4856, 0.0484, 0.3159, 0.4764, 0.7201])","tensor([4, 0, 3, 2, 1])"
179,"tensor([0.1290, 0.6320, 0.0294, 0.0712, 0.0226, 0.0811])","tensor([1, 0, 5, 3, 2, 4])"
180,"tensor([0.3410, 0.3954, 0.3028, 0.0094, 0.2806, 0.1444, 0.0865])","tensor([1, 0, 2, 4, 5, 6, 3])"
181,"tensor([0.8192, 0.3381, 0.1567, 0.2064, 0.0942, 0.0549, 0.1804, 0.0929, 0.0488])","tensor([0, 1, 3, 6, 2, 4, 7, 5, 8])"
182,"tensor([0.1255, 0.2988, 0.4738, 0.1886, 0.0876, 0.5102, 0.0632, 0.3881])","tensor([5, 2, 7, 1, 3, 0, 4, 6])"
183,"tensor([0.0970, 0.1287, 0.1836, 0.2131, 0.0811, 0.5058, 0.1036])","tensor([5, 3, 2, 1, 6, 0, 4])"
184,"tensor([0.1873, 0.1525, 0.1975, 0.1435, 0.5359, 0.5167, 0.2090])","tensor([4, 5, 6, 2, 0, 1, 3])"
185,"tensor([0.5502, 0.7088, 0.4502, 0.4104, 0.3345])","tensor([1, 0, 2, 3, 4])"
186,"tensor([0.2260, 0.2115, 0.6641, 0.4287, 0.4818, 0.4997])","tensor([2, 5, 4, 3, 0, 1])"
187,"tensor([0.3911, 0.4521, 0.5379, 0.7779, 0.3201, 0.4248, 0.4029, 0.1868, 0.2012])","tensor([3, 2, 1, 5, 6, 0, 4, 8, 7])"
188,"tensor([ 5.2156e-01,  7.3364e-03,  3.0093e-04,  1.2257e-01,  3.0134e-02,
        -9.4218e-02,  7.8826e-03,  2.5743e-02])","tensor([0, 3, 4, 7, 6, 1, 2, 5])"
189,"tensor([0.4138, 0.3532, 0.1627, 0.2464, 0.4727])","tensor([4, 0, 1, 3, 2])"
190,"tensor([0.4573, 0.3731, 0.2404, 0.1559, 0.6422, 0.1536])","tensor([4, 0, 1, 2, 3, 5])"
191,"tensor([0.2761, 0.4833, 0.5287, 0.6067, 0.9404, 0.5406, 0.5616])","tensor([4, 3, 6, 5, 2, 1, 0])"
192,"tensor([0.1126, 0.1396, 0.2264, 0.0828, 0.0431, 0.3362])","tensor([5, 2, 1, 0, 3, 4])"
193,"tensor([0.3317, 0.4988, 0.3364, 0.0842, 0.3076, 0.0929])","tensor([1, 2, 0, 4, 5, 3])"
