,cos_scores,sorted_snippets
60,"tensor([0.8185, 0.8161, 0.8214, 0.8819, 0.9507, 0.9136, 0.7521, 0.7964])","tensor([4, 5, 3, 2, 0, 1, 7, 6])"
61,"tensor([0.9118, 0.8691, 0.8066, 0.7808, 0.7766, 0.7702])","tensor([0, 1, 2, 3, 4, 5])"
62,"tensor([0.7742, 0.7658, 0.7417, 0.7419, 0.8267, 0.8095, 0.9214])","tensor([6, 4, 5, 0, 1, 3, 2])"
63,"tensor([0.8323, 0.7990, 0.7585, 0.7576, 0.7697])","tensor([0, 1, 4, 2, 3])"
64,"tensor([0.7599, 0.7639, 0.8047, 0.8273, 0.8170, 0.8811, 0.7781, 0.7532])","tensor([5, 3, 4, 2, 6, 1, 0, 7])"
65,"tensor([0.7911, 0.7639, 0.7698, 0.7878, 0.7826, 0.7661, 0.7697, 0.7529, 0.8707])","tensor([8, 0, 3, 4, 2, 6, 5, 1, 7])"
66,"tensor([0.8285, 0.9055, 0.8197, 0.8390, 0.7441])","tensor([1, 3, 0, 2, 4])"
67,"tensor([0.7412, 0.7440, 0.7313, 0.7734, 0.7765, 0.7225, 0.7240, 0.7494, 0.8485])","tensor([8, 4, 3, 7, 1, 0, 2, 6, 5])"
68,"tensor([0.7631, 0.7739, 0.7517, 0.7616, 0.7959, 0.7891, 0.7574, 0.8622])","tensor([7, 4, 5, 1, 0, 3, 6, 2])"
69,"tensor([0.7979, 0.8248, 0.7801, 0.7940, 0.7915, 0.8439])","tensor([5, 1, 0, 3, 4, 2])"
70,"tensor([0.7992, 0.7727, 0.7575, 0.8565, 0.7601])","tensor([3, 0, 1, 4, 2])"
71,"tensor([0.8078, 0.8513, 0.7676, 0.9295, 0.8054])","tensor([3, 1, 0, 4, 2])"
72,"tensor([0.7485, 0.7893, 0.9026, 0.8002, 0.8206, 0.7634, 0.7555, 0.7564])","tensor([2, 4, 3, 1, 5, 7, 6, 0])"
73,"tensor([0.7714, 0.8854, 0.7717, 0.7871, 0.7847])","tensor([1, 3, 4, 2, 0])"
74,"tensor([0.7952, 0.7681, 0.7568, 0.8053, 0.7607, 0.7946, 0.7838, 0.8622])","tensor([7, 3, 0, 5, 6, 1, 4, 2])"
75,"tensor([0.8171, 0.9128, 0.8310, 0.8323, 0.7938])","tensor([1, 3, 2, 0, 4])"
76,"tensor([0.7760, 0.8180, 0.8318, 0.9287, 0.8575, 0.8141, 0.7652, 0.7683])","tensor([3, 4, 2, 1, 5, 0, 7, 6])"
77,"tensor([0.9697, 0.9096, 0.9293, 0.7860, 0.7799, 0.7802])","tensor([0, 2, 1, 3, 5, 4])"
78,"tensor([0.7988, 0.7954, 0.7750, 0.7864, 0.7757, 0.7537, 0.7621, 0.9363, 0.8317])","tensor([7, 8, 0, 1, 3, 4, 2, 6, 5])"
79,"tensor([0.9086, 0.8773, 0.7940, 0.7783, 0.7584, 0.7342, 0.7689, 0.7363])","tensor([0, 1, 2, 3, 6, 4, 7, 5])"
80,"tensor([0.8480, 0.7624, 0.8085, 0.7851, 0.7679])","tensor([0, 2, 3, 4, 1])"
81,"tensor([0.7962, 0.7922, 0.8151, 0.8049, 0.8251, 0.8323])","tensor([5, 4, 2, 3, 0, 1])"
82,"tensor([0.7600, 0.8185, 0.8963, 0.7882, 0.8182, 0.7832, 0.7883])","tensor([2, 1, 4, 6, 3, 5, 0])"
83,"tensor([0.8176, 0.7904, 0.9381, 0.8170, 0.8074, 0.7853, 0.7845])","tensor([2, 0, 3, 4, 1, 5, 6])"
84,"tensor([0.9211, 0.7993, 0.8009, 0.7754, 0.7711, 0.7815])","tensor([0, 2, 1, 5, 3, 4])"
85,"tensor([0.7668, 0.7716, 0.7937, 0.7834, 0.7668, 0.8073, 0.7835])","tensor([5, 2, 6, 3, 1, 4, 0])"
86,"tensor([0.7292, 0.7877, 0.7914, 0.7727, 0.7474, 0.8684, 0.9586, 0.7606])","tensor([6, 5, 2, 1, 3, 7, 4, 0])"
87,"tensor([0.7660, 0.7364, 0.8854, 0.7598, 0.7937])","tensor([2, 4, 0, 3, 1])"
88,"tensor([0.7758, 0.7835, 0.8964, 0.9355, 0.8944, 0.9807, 0.7820, 0.7814, 0.8659])","tensor([5, 3, 2, 4, 8, 1, 6, 7, 0])"
89,"tensor([0.7721, 0.8087, 0.7675, 0.7921, 0.7632, 0.7919, 0.7751])","tensor([1, 3, 5, 6, 0, 2, 4])"
90,"tensor([0.7707, 0.8303, 0.8550, 0.7590, 0.7700, 0.7955])","tensor([2, 1, 5, 0, 4, 3])"
91,"tensor([0.7520, 0.8188, 0.7714, 0.9468, 0.9113, 0.7633])","tensor([3, 4, 1, 2, 5, 0])"
92,"tensor([0.7808, 0.7821, 0.7988, 0.7772, 0.7927, 0.8001, 0.8231])","tensor([6, 5, 2, 4, 1, 0, 3])"
93,"tensor([0.8280, 0.9019, 0.7676, 0.7719, 0.7639, 0.7660, 0.7798, 0.7743])","tensor([1, 0, 6, 7, 3, 2, 5, 4])"
94,"tensor([0.7974, 0.7779, 0.8269, 0.8086, 0.7822])","tensor([2, 3, 0, 4, 1])"
95,"tensor([0.7843, 0.7350, 0.8024, 0.8067, 0.9287, 0.8548])","tensor([4, 5, 3, 2, 0, 1])"
96,"tensor([0.7833, 0.7719, 0.8043, 0.7831, 0.7593, 0.8719])","tensor([5, 2, 0, 3, 1, 4])"
97,"tensor([0.7834, 0.7728, 0.8656, 0.8336, 0.8268])","tensor([2, 3, 4, 0, 1])"
98,"tensor([0.7418, 0.7952, 0.7851, 0.8049, 0.7788, 0.7763, 0.8172, 0.9666])","tensor([7, 6, 3, 1, 2, 4, 5, 0])"
99,"tensor([0.7729, 0.8318, 0.8281, 0.9161, 0.7791, 0.7759])","tensor([3, 1, 2, 4, 5, 0])"
100,"tensor([0.7643, 0.7677, 0.7784, 0.7846, 0.8408, 0.7938])","tensor([4, 5, 3, 2, 1, 0])"
101,"tensor([0.8274, 0.7713, 0.7775, 0.7707, 0.7645])","tensor([0, 2, 1, 3, 4])"
102,"tensor([0.8824, 0.8365, 0.8282, 0.7996, 0.8047, 0.7910, 0.7770, 0.8138, 0.7499])","tensor([0, 1, 2, 7, 4, 3, 5, 6, 8])"
103,"tensor([0.7821, 0.7739, 0.7823, 0.9103, 0.7882, 0.7897])","tensor([3, 5, 4, 2, 0, 1])"
104,"tensor([0.7493, 0.7772, 0.8052, 0.7697, 0.8652, 0.7747, 0.7605, 0.7956, 0.8028])","tensor([4, 2, 8, 7, 1, 5, 3, 6, 0])"
105,"tensor([0.7918, 0.9002, 0.8646, 0.8379, 0.8036])","tensor([1, 2, 3, 4, 0])"
106,"tensor([0.7870, 0.8779, 0.8264, 0.8124, 0.8537, 0.8845, 0.8242, 0.8165])","tensor([5, 1, 4, 2, 6, 7, 3, 0])"
107,"tensor([0.8526, 0.9116, 0.8028, 0.8301, 0.7587])","tensor([1, 0, 3, 2, 4])"
108,"tensor([0.8488, 0.8937, 0.8074, 0.7892, 0.7588, 0.7910])","tensor([1, 0, 2, 5, 3, 4])"
109,"tensor([0.7680, 0.7837, 0.7798, 0.8443, 0.7362, 0.7595])","tensor([3, 1, 2, 0, 5, 4])"
110,"tensor([0.8134, 0.8159, 0.7733, 0.7658, 0.8542, 0.7573])","tensor([4, 1, 0, 2, 3, 5])"
111,"tensor([0.7607, 0.7596, 0.8189, 0.7941, 0.7706])","tensor([2, 3, 4, 0, 1])"
112,"tensor([0.8095, 0.8136, 0.9401, 0.7706, 0.7701, 0.7860])","tensor([2, 1, 0, 5, 3, 4])"
113,"tensor([0.8162, 0.8117, 0.8998, 0.8542, 0.9484, 0.9194, 0.7832, 0.7814, 0.7888])","tensor([4, 5, 2, 3, 0, 1, 8, 6, 7])"
114,"tensor([0.8435, 0.8091, 0.8039, 0.7622, 0.7904, 0.7846])","tensor([0, 1, 2, 4, 5, 3])"
115,"tensor([0.8005, 0.7688, 0.9245, 0.7963, 0.7639, 0.7527, 0.7724, 0.7911])","tensor([2, 0, 3, 7, 6, 1, 4, 5])"
116,"tensor([0.7563, 0.7561, 0.7887, 0.7510, 0.7932, 0.8037, 0.7780, 0.7264, 0.7898])","tensor([5, 4, 8, 2, 6, 0, 1, 3, 7])"
117,"tensor([0.7721, 0.7613, 0.7868, 0.7899, 0.8084, 0.8868])","tensor([5, 4, 3, 2, 0, 1])"
118,"tensor([0.8808, 0.8429, 0.8558, 0.8543, 0.8705, 0.8190, 0.8022])","tensor([0, 4, 2, 3, 1, 5, 6])"
119,"tensor([0.8138, 0.8306, 0.8154, 0.8520, 0.8373, 0.8419, 0.8395, 0.8470])","tensor([3, 7, 5, 6, 4, 1, 2, 0])"
120,"tensor([0.8888, 0.7668, 0.7705, 0.7877, 0.8053, 0.7506, 0.7808, 0.8124, 0.8112])","tensor([0, 7, 8, 4, 3, 6, 2, 1, 5])"
121,"tensor([0.8340, 0.8547, 0.8591, 0.9355, 0.7539])","tensor([3, 2, 1, 0, 4])"
122,"tensor([0.7366, 0.9286, 0.7620, 0.7591, 0.7600, 0.7585, 0.7559, 0.7542, 0.7468])","tensor([1, 2, 4, 3, 5, 6, 7, 8, 0])"
123,"tensor([0.8152, 0.8996, 0.7648, 0.7812, 0.7797, 0.7868])","tensor([1, 0, 5, 3, 4, 2])"
124,"tensor([0.7858, 0.7740, 0.7604, 0.8056, 0.7894, 0.8192])","tensor([5, 3, 4, 0, 1, 2])"
125,"tensor([0.7599, 0.7767, 0.8671, 0.8438, 0.7730, 0.7555, 0.7685, 0.7877, 0.7994])","tensor([2, 3, 8, 7, 1, 4, 6, 0, 5])"
126,"tensor([0.7799, 0.7630, 0.7566, 0.8516, 0.8130, 0.8605, 0.8623])","tensor([6, 5, 3, 4, 0, 1, 2])"
127,"tensor([0.7980, 0.7547, 0.8106, 0.7500, 0.7617, 0.7529, 0.7392, 0.7549])","tensor([2, 0, 4, 7, 1, 5, 3, 6])"
128,"tensor([0.8005, 0.8641, 0.7787, 0.7671, 0.7727, 0.7975])","tensor([1, 0, 5, 2, 4, 3])"
129,"tensor([0.7863, 0.8327, 0.8904, 0.7721, 0.7850])","tensor([2, 1, 0, 4, 3])"
130,"tensor([0.7863, 0.8617, 0.8131, 0.7753, 0.7827, 0.7925, 0.8018, 0.7951])","tensor([1, 2, 6, 7, 5, 0, 4, 3])"
131,"tensor([0.7986, 0.9306, 0.9274, 0.7959, 0.7833, 0.7840])","tensor([1, 2, 0, 3, 5, 4])"
132,"tensor([0.7935, 0.8946, 0.7932, 0.8551, 0.7932, 0.7807, 0.7811, 0.7912, 0.7896])","tensor([1, 3, 0, 4, 2, 7, 8, 6, 5])"
133,"tensor([0.7597, 0.7535, 0.8029, 0.8381, 0.9332, 0.7985, 0.7995, 0.7683, 0.7531])","tensor([4, 3, 2, 6, 5, 7, 0, 1, 8])"
134,"tensor([0.7285, 0.7687, 0.8859, 0.8311, 0.7681, 0.7770])","tensor([2, 3, 5, 1, 4, 0])"
135,"tensor([0.8203, 0.8208, 0.8191, 0.7918, 0.9083, 0.9024])","tensor([4, 5, 1, 0, 2, 3])"
136,"tensor([0.8815, 0.8270, 0.7971, 0.8300, 0.7670])","tensor([0, 3, 1, 2, 4])"
137,"tensor([0.7766, 0.7794, 0.7794, 0.7916, 0.7913, 0.7758, 0.7794])","tensor([3, 4, 1, 2, 6, 0, 5])"
138,"tensor([0.7312, 0.7493, 0.7391, 0.7353, 0.7422, 0.7505, 0.7895, 0.7266, 0.7987])","tensor([8, 6, 5, 1, 4, 2, 3, 0, 7])"
139,"tensor([0.7686, 0.7617, 0.7591, 0.7787, 0.9059])","tensor([4, 3, 0, 1, 2])"
140,"tensor([0.8013, 0.7650, 0.7536, 0.7640, 0.7537, 0.7702, 0.7571])","tensor([0, 5, 1, 3, 6, 4, 2])"
141,"tensor([0.7913, 0.7848, 0.8785, 0.8350, 0.7893])","tensor([2, 3, 0, 4, 1])"
142,"tensor([0.9310, 0.8472, 0.7892, 0.8072, 0.7621, 0.7671, 0.8114, 0.7485, 0.8213])","tensor([0, 1, 8, 6, 3, 2, 5, 4, 7])"
143,"tensor([0.7656, 0.7625, 0.7738, 0.7759, 0.8809])","tensor([4, 3, 2, 0, 1])"
144,"tensor([0.7485, 0.7467, 0.7568, 0.9538, 0.8509, 0.7704, 0.7619, 0.7562, 0.7768])","tensor([3, 4, 8, 5, 6, 2, 7, 0, 1])"
145,"tensor([0.7800, 0.7657, 0.7817, 0.8695, 0.7842, 0.7806])","tensor([3, 4, 2, 5, 0, 1])"
146,"tensor([0.8133, 0.7868, 0.7734, 0.8185, 0.7944, 0.7783, 0.7653])","tensor([3, 0, 4, 1, 5, 2, 6])"
147,"tensor([0.8346, 0.7508, 0.8090, 0.7781, 0.7752, 0.7543])","tensor([0, 2, 3, 4, 5, 1])"
148,"tensor([0.7699, 0.8949, 0.8914, 0.7648, 0.7911, 0.8149])","tensor([1, 2, 5, 4, 0, 3])"
149,"tensor([0.7632, 0.6954, 0.8575, 0.7572, 0.7424, 0.8488])","tensor([2, 5, 0, 3, 4, 1])"
150,"tensor([0.7759, 0.8472, 0.8517, 0.8338, 0.8563])","tensor([4, 2, 1, 3, 0])"
151,"tensor([0.8003, 0.7970, 0.7901, 0.7772, 0.7711, 0.8016, 0.9266, 0.7689, 0.7729])","tensor([6, 5, 0, 1, 2, 3, 8, 4, 7])"
152,"tensor([0.7467, 0.7412, 0.7838, 0.7837, 0.7733, 0.7835, 0.8183, 0.7602])","tensor([6, 2, 3, 5, 4, 7, 0, 1])"
153,"tensor([0.7788, 0.7912, 0.7992, 0.7607, 0.9041, 0.8804])","tensor([4, 5, 2, 1, 0, 3])"
154,"tensor([0.8374, 0.7400, 0.8392, 0.7748, 0.7784])","tensor([2, 0, 4, 3, 1])"
155,"tensor([0.7964, 0.8723, 0.8422, 0.8016, 0.8073, 0.8282, 0.7736, 0.8133, 0.7950])","tensor([1, 2, 5, 7, 4, 3, 0, 8, 6])"
156,"tensor([0.7759, 0.7606, 0.7776, 0.8999, 0.8090, 0.7766, 0.7951])","tensor([3, 4, 6, 2, 5, 0, 1])"
157,"tensor([0.7629, 0.8069, 0.8103, 0.8126, 0.7596, 0.7328, 0.7411, 0.7635, 0.7803])","tensor([3, 2, 1, 8, 7, 0, 4, 6, 5])"
158,"tensor([0.9273, 0.8882, 0.8098, 0.7806, 0.8036])","tensor([0, 1, 2, 4, 3])"
159,"tensor([0.7380, 0.7348, 0.7429, 0.7346, 0.7528, 0.8693])","tensor([5, 4, 2, 0, 1, 3])"
160,"tensor([0.8245, 0.7877, 0.8365, 0.7656, 0.8044])","tensor([2, 0, 4, 1, 3])"
161,"tensor([0.8352, 0.7739, 0.7416, 0.7484, 0.7444, 0.7962])","tensor([0, 5, 1, 3, 4, 2])"
162,"tensor([0.7693, 0.9065, 0.7631, 0.7469, 0.7949])","tensor([1, 4, 0, 2, 3])"
163,"tensor([0.8038, 0.8456, 0.8084, 0.8999, 0.7871])","tensor([3, 1, 2, 0, 4])"
164,"tensor([0.7633, 0.8248, 0.7539, 0.8857, 0.7662])","tensor([3, 1, 4, 0, 2])"
165,"tensor([0.8215, 0.8206, 0.8991, 0.8553, 0.8023])","tensor([2, 3, 0, 1, 4])"
166,"tensor([0.7733, 0.7971, 0.7748, 0.8747, 0.7815, 0.7718])","tensor([3, 1, 4, 2, 0, 5])"
167,"tensor([0.7511, 0.8898, 0.7714, 0.7141, 0.7877, 0.7851])","tensor([1, 4, 5, 2, 0, 3])"
168,"tensor([0.7683, 0.7464, 0.7777, 0.7482, 0.7962, 0.7982, 0.7437])","tensor([5, 4, 2, 0, 3, 1, 6])"
169,"tensor([0.7659, 0.7771, 0.7798, 0.7635, 0.8815, 0.7551, 0.7525])","tensor([4, 2, 1, 0, 3, 5, 6])"
170,"tensor([0.8231, 0.7799, 0.8584, 0.9059, 0.8705, 0.9495, 0.7942])","tensor([5, 3, 4, 2, 0, 6, 1])"
171,"tensor([0.7805, 0.7704, 0.7641, 0.7529, 0.8116, 0.7936])","tensor([4, 5, 0, 1, 2, 3])"
172,"tensor([0.8058, 0.8061, 0.8071, 0.8024, 0.8082])","tensor([4, 2, 1, 0, 3])"
173,"tensor([0.8017, 0.7769, 0.8128, 0.8189, 0.9670, 0.7644, 0.8290, 0.8258])","tensor([4, 6, 7, 3, 2, 0, 1, 5])"
174,"tensor([0.7923, 0.7914, 0.8659, 0.8618, 0.8727, 0.9319, 0.8451])","tensor([5, 4, 2, 3, 6, 0, 1])"
175,"tensor([0.8062, 0.7505, 0.8029, 0.8711, 0.8086])","tensor([3, 4, 0, 2, 1])"
176,"tensor([0.9096, 0.7619, 0.7502, 0.7957, 0.7555, 0.7654, 0.7598, 0.7535, 0.7516])","tensor([0, 3, 5, 1, 6, 4, 7, 8, 2])"
177,"tensor([0.7986, 0.8035, 0.7685, 0.8760, 0.7757, 0.7972])","tensor([3, 1, 0, 5, 4, 2])"
178,"tensor([0.8580, 0.7282, 0.8282, 0.9414, 0.9661])","tensor([4, 3, 0, 2, 1])"
179,"tensor([0.8102, 0.9104, 0.7719, 0.7916, 0.7808, 0.8102])","tensor([1, 0, 5, 3, 4, 2])"
180,"tensor([0.8533, 0.8515, 0.7916, 0.7855, 0.7950, 0.7681, 0.7756])","tensor([0, 1, 4, 2, 3, 6, 5])"
181,"tensor([0.9542, 0.8652, 0.7855, 0.7869, 0.8039, 0.7746, 0.8151, 0.7848, 0.7759])","tensor([0, 1, 6, 4, 3, 2, 7, 8, 5])"
182,"tensor([0.7380, 0.7492, 0.8006, 0.7646, 0.7559, 0.8683, 0.7714, 0.9012])","tensor([7, 5, 2, 6, 3, 4, 1, 0])"
183,"tensor([0.8174, 0.7942, 0.8082, 0.7925, 0.7260, 0.8608, 0.7596])","tensor([5, 0, 2, 1, 3, 6, 4])"
184,"tensor([0.8080, 0.7972, 0.8022, 0.8002, 0.9061, 0.8952, 0.7933])","tensor([4, 5, 0, 2, 3, 1, 6])"
185,"tensor([0.8426, 0.8772, 0.8656, 0.8636, 0.8129])","tensor([1, 2, 3, 0, 4])"
186,"tensor([0.7748, 0.7901, 0.8606, 0.8142, 0.8016, 0.8053])","tensor([2, 3, 5, 4, 1, 0])"
187,"tensor([0.8422, 0.8684, 0.9272, 0.9587, 0.8096, 0.8230, 0.8152, 0.7648, 0.7808])","tensor([3, 2, 1, 0, 5, 6, 4, 8, 7])"
188,"tensor([0.9014, 0.7716, 0.7670, 0.7686, 0.7985, 0.7816, 0.7694, 0.7480])","tensor([0, 4, 5, 1, 6, 3, 2, 7])"
189,"tensor([0.7689, 0.7501, 0.7553, 0.7559, 0.8374])","tensor([4, 0, 3, 2, 1])"
190,"tensor([0.8022, 0.8133, 0.7775, 0.7959, 0.9088, 0.7583])","tensor([4, 1, 0, 3, 2, 5])"
191,"tensor([0.8125, 0.8669, 0.8671, 0.8821, 0.9523, 0.8770, 0.8796])","tensor([4, 3, 6, 5, 2, 1, 0])"
192,"tensor([0.7606, 0.7701, 0.7703, 0.7284, 0.7516, 0.8001])","tensor([5, 2, 1, 0, 4, 3])"
193,"tensor([0.8521, 0.9040, 0.7960, 0.7439, 0.8239, 0.7724])","tensor([1, 0, 4, 2, 5, 3])"
194,"tensor([0.8030, 0.7505, 0.7439, 0.9080, 0.9042, 0.9043, 0.7912])","tensor([3, 5, 4, 0, 6, 1, 2])"
