,cos_scores,sorted_snippets
12,"tensor([0.2925, 0.3039, 0.3121, 0.2415, 0.1615, 0.3537, 0.3681, 0.2097, 0.1022,
        0.3517, 0.6365, 0.4504, 0.2756, 0.3361, 0.2344, 0.6396, 0.4821, 0.4258])","tensor([15, 10, 16, 11, 17,  6,  5,  9, 13,  2,  1,  0, 12,  3, 14,  7,  4,  8])"
13,"tensor([0.2612, 0.1945, 0.3847, 0.1105, 0.2612, 0.6365, 0.6266, 0.5340, 0.5739,
        0.6000, 0.5859, 0.6140, 0.5434, 0.2318, 0.3191])","tensor([ 5,  6, 11,  9, 10,  8, 12,  7,  2, 14,  4,  0, 13,  1,  3])"
14,"tensor([0.1701, 0.4446, 0.3740, 0.1770, 0.0860, 0.6222, 0.2179, 0.1477, 0.2178,
        0.4036, 0.2411])","tensor([ 5,  1,  9,  2, 10,  6,  8,  3,  0,  7,  4])"
15,"tensor([0.2392, 0.2388, 0.2649, 0.8186, 0.6466, 0.1607, 0.0967, 0.2179, 0.1941,
        0.2181])","tensor([3, 4, 2, 0, 1, 9, 7, 8, 5, 6])"
16,"tensor([0.4053, 0.4212, 0.5124, 0.4256, 0.5143, 0.6759, 0.4475, 0.5798, 0.5332,
        0.4667, 0.6410, 0.4343, 0.3767, 0.2478, 0.3865, 0.3672, 0.6477, 0.3054,
        0.0192, 0.2586, 0.4957, 0.4811, 0.3828, 0.3972, 0.4231, 0.4583, 0.4944,
        0.2960, 0.7841, 0.4116, 0.4996, 0.2557, 0.1365, 0.1527, 0.2839, 0.1191,
        0.1811, 0.2950, 0.2794])","tensor([28,  5, 16, 10,  7,  8,  4,  2, 30, 20, 26, 21,  9, 25,  6, 11,  3, 24,
         1, 29,  0, 23, 14, 22, 12, 15, 17, 27, 37, 34, 38, 19, 31, 13, 36, 33,
        32, 35, 18])"
17,"tensor([0.2835, 0.2386, 0.3529, 0.2586, 0.2038, 0.2776, 0.1691, 0.1726, 0.3119,
        0.1583, 0.3165, 0.2150, 0.2592, 0.1961, 0.1728])","tensor([ 2, 10,  8,  0,  5, 12,  3,  1, 11,  4, 13, 14,  7,  6,  9])"
18,"tensor([0.1934, 0.1865, 0.1943, 0.2806, 0.2110, 0.2764, 0.1017, 0.1795, 0.2013,
        0.2217, 0.2056, 0.5046, 0.2146, 0.1645, 0.2549, 0.2648, 0.1382, 0.2361,
        0.3105, 0.1851, 0.2460, 0.1271, 0.2374, 0.2877, 0.2158, 0.2328, 0.1933,
        0.1794, 0.1659, 0.2897, 0.4006, 0.1752, 0.1987, 0.2210, 0.2097, 0.2314,
        0.2177, 0.1426, 0.2231, 0.2569, 0.1165, 0.1521, 0.1789, 0.2114, 0.2636,
        0.1910, 0.2345, 0.2770, 0.2238, 0.2577, 0.1507, 0.1572, 0.3583, 0.1994,
        0.2073, 0.2232, 0.2397])","tensor([11, 30, 52, 18, 29, 23,  3, 47,  5, 15, 44, 49, 39, 14, 20, 56, 22, 17,
        46, 25, 35, 48, 55, 38,  9, 33, 36, 24, 12, 43,  4, 34, 54, 10,  8, 53,
        32,  2,  0, 26, 45,  1, 19,  7, 27, 42, 31, 28, 13, 51, 41, 50, 37, 16,
        21, 40,  6])"
19,"tensor([0.4853, 0.3459, 0.2908, 0.2510, 0.5669, 0.1711, 0.1399, 0.1146, 0.2623,
        0.1439, 0.1464])","tensor([ 4,  0,  1,  2,  8,  3,  5, 10,  9,  6,  7])"
20,"tensor([0.3180, 0.6011, 0.5242, 0.4795, 0.4145, 0.3802, 0.4348, 0.2753, 0.2553,
        0.2499, 0.2617, 0.3019, 0.1987, 0.2740, 0.1801, 0.2406, 0.3466])","tensor([ 1,  2,  3,  6,  4,  5, 16,  0, 11,  7, 13, 10,  8,  9, 15, 12, 14])"
21,"tensor([0.2379, 0.3488, 0.2017, 0.2066, 0.3416, 0.2499, 0.1311, 0.0824, 0.1674,
        0.0441])","tensor([1, 4, 5, 0, 3, 2, 8, 6, 7, 9])"
22,"tensor([0.2335, 0.2524, 0.1396, 0.1687, 0.2039, 0.3700, 0.5214, 0.3565, 0.3204,
        0.0670, 0.3537, 0.2540, 0.1760, 0.1800, 0.1083, 0.1785])","tensor([ 6,  5,  7, 10,  8, 11,  1,  0,  4, 13, 15, 12,  3,  2, 14,  9])"
23,"tensor([0.0578, 0.1451, 0.7267, 0.0651, 0.0843, 0.1288, 0.3795, 0.4054, 0.4828,
        0.3996, 0.0468, 0.0357, 0.0965, 0.2215, 0.0808])","tensor([ 2,  8,  7,  9,  6, 13,  1,  5, 12,  4, 14,  3,  0, 10, 11])"
24,"tensor([0.1153, 0.3346, 0.4543, 0.4268, 0.3433, 0.4874, 0.0930, 0.0837, 0.2344,
        0.1586, 0.1250, 0.1922, 0.2883])","tensor([ 5,  2,  3,  4,  1, 12,  8, 11,  9, 10,  0,  6,  7])"
25,"tensor([0.1495, 0.3420, 0.2557, 0.5219, 0.3024, 0.3039, 0.2716, 0.1555, 0.2396,
        0.0953, 0.1713, 0.0874, 0.0733, 0.0470, 0.1034, 0.1110, 0.0559, 0.1389,
        0.0729, 0.0854, 0.1530, 0.1577, 0.0529])","tensor([ 3,  1,  5,  4,  6,  2,  8, 10, 21,  7, 20,  0, 17, 15, 14,  9, 11, 19,
        12, 18, 16, 22, 13])"
26,"tensor([0.3626, 0.3165, 0.2537, 0.4735, 0.5791, 0.0974, 0.0482, 0.1177, 0.2011,
        0.1590, 0.1738, 0.1764, 0.3379, 0.1979, 0.1329, 0.1390, 0.2165])","tensor([ 4,  3,  0, 12,  1,  2, 16,  8, 13, 11, 10,  9, 15, 14,  7,  5,  6])"
27,"tensor([0.4019, 0.2861, 0.3516, 0.5498, 0.4945, 0.1610, 0.3441, 0.5118, 0.4666,
        0.1768, 0.2928, 0.5832, 0.2890, 0.3614, 0.4710, 0.3272, 0.1563, 0.2774,
        0.5143, 0.4819, 0.3614, 0.3802, 0.2786, 0.2562, 0.1605, 0.0242, 0.2066,
        0.3880, 0.1843, 0.3002, 0.0784, 0.3044, 0.2595, 0.2645, 0.2565, 0.3181,
        0.3594])","tensor([11,  3, 18,  7,  4, 19, 14,  8,  0, 27, 21, 20, 13, 36,  2,  6, 15, 35,
        31, 29, 10, 12,  1, 22, 17, 33, 32, 34, 23, 26, 28,  9,  5, 24, 16, 30,
        25])"
28,"tensor([0.3203, 0.2693, 0.2304, 0.2265, 0.2881, 0.2619, 0.2516, 0.2329, 0.2870,
        0.3038, 0.2742, 0.2961, 0.5064, 0.3728, 0.3766, 0.2552])","tensor([12, 14, 13,  0,  9, 11,  4,  8, 10,  1,  5, 15,  6,  7,  2,  3])"
29,"tensor([0.2376, 0.3613, 0.2412, 0.4215, 0.2659, 0.3022, 0.2917, 0.3131, 0.3736,
        0.4619, 0.1868, 0.1252, 0.2712, 0.3176, 0.2928, 0.4137])","tensor([ 9,  3, 15,  8,  1, 13,  7,  5, 14,  6, 12,  4,  2,  0, 10, 11])"
30,"tensor([0.3768, 0.4787, 0.2655, 0.3006, 0.4560, 0.3245, 0.3390, 0.3882, 0.2125,
        0.1408, 0.3608, 0.2338, 0.3634, 0.2072, 0.2110, 0.1860, 0.1468, 0.2037,
        0.2743, 0.3618])","tensor([ 1,  4,  7,  0, 12, 19, 10,  6,  5,  3, 18,  2, 11,  8, 14, 13, 17, 15,
        16,  9])"
31,"tensor([0.3844, 0.4073, 0.3938, 0.3601, 0.3750, 0.3687, 0.3607, 0.3645, 0.5482,
        0.5895, 0.2050, 0.3381, 0.3263, 0.3362])","tensor([ 9,  8,  1,  2,  0,  4,  5,  7,  6,  3, 11, 13, 12, 10])"
32,"tensor([ 0.1291,  0.1132,  0.1786,  0.4870,  0.1107,  0.0540,  0.0934, -0.0102,
         0.0596,  0.0286,  0.0852,  0.0170,  0.1303,  0.0764,  0.1262,  0.0989,
         0.1892,  0.0945,  0.0606, -0.0150,  0.0320])","tensor([ 3, 16,  2, 12,  0, 14,  1,  4, 15, 17,  6, 10, 13, 18,  8,  5, 20,  9,
        11,  7, 19])"
33,"tensor([0.3160, 0.2674, 0.2880, 0.2720, 0.2668, 0.2935, 0.2486, 0.2717, 0.3652,
        0.4381, 0.4340, 0.4069])","tensor([ 9, 10, 11,  8,  0,  5,  2,  3,  7,  1,  4,  6])"
34,"tensor([0.1979, 0.2128, 0.2079, 0.2403, 0.0793, 0.2650, 0.1667, 0.1631, 0.5341,
        0.1676, 0.2464, 0.2096, 0.2140, 0.2606, 0.6444, 0.2754, 0.1396, 0.2241,
        0.0988, 0.1770, 0.1379, 0.1385, 0.2011, 0.2090, 0.2534])","tensor([14,  8, 15,  5, 13, 24, 10,  3, 17, 12,  1, 11, 23,  2, 22,  0, 19,  9,
         6,  7, 16, 21, 20, 18,  4])"
35,"tensor([0.1981, 0.1644, 0.2695, 0.2139, 0.3988, 0.4005, 0.2812, 0.3505, 0.2923,
        0.3533, 0.2070, 0.2903, 0.2100, 0.2396, 0.3359, 0.3430, 0.3641, 0.3460])","tensor([ 5,  4, 16,  9,  7, 17, 15, 14,  8, 11,  6,  2, 13,  3, 12, 10,  0,  1])"
36,"tensor([ 0.1389,  0.3684,  0.2608,  0.2887,  0.2681,  0.0719,  0.2968,  0.2387,
         0.3384, -0.0319, -0.0240,  0.2888,  0.2865,  0.1779,  0.2984,  0.3132,
         0.3180,  0.2221,  0.2906,  0.2262,  0.3616])","tensor([ 1, 20,  8, 16, 15, 14,  6, 18, 11,  3, 12,  4,  2,  7, 19, 17, 13,  0,
         5, 10,  9])"
37,"tensor([0.2768, 0.4079, 0.1607, 0.3622, 0.3324, 0.1892, 0.3599, 0.3102, 0.2513,
        0.2842, 0.3481, 0.2753, 0.2805, 0.2923, 0.2897, 0.2710, 0.5465, 0.3105,
        0.2960, 0.2901, 0.2650, 0.4333, 0.1770, 0.3141, 0.2768, 0.3642, 0.2631,
        0.4071])","tensor([16, 21,  1, 27, 25,  3,  6, 10,  4, 23, 17,  7, 18, 13, 19, 14,  9, 12,
         0, 24, 11, 15, 20, 26,  8,  5, 22,  2])"
38,"tensor([0.1529, 0.1022, 0.1344, 0.2100, 0.2104, 0.4341, 0.4790, 0.4290, 0.5584,
        0.4806, 0.6201, 0.6864])","tensor([11, 10,  8,  9,  6,  5,  7,  4,  3,  0,  2,  1])"
39,"tensor([0.1351, 0.2423, 0.4511, 0.2182, 0.3395, 0.4199, 0.2502, 0.1390, 0.1772,
        0.2140, 0.1925])","tensor([ 2,  5,  4,  6,  1,  3,  9, 10,  8,  7,  0])"
40,"tensor([0.5065, 0.5013, 0.4393, 0.4124, 0.4661, 0.4440, 0.4136, 0.4896, 0.4397,
        0.4139, 0.4608, 0.4282, 0.5407, 0.5141, 0.5932, 0.3607])","tensor([14, 12, 13,  0,  1,  7,  4, 10,  5,  8,  2, 11,  9,  6,  3, 15])"
41,"tensor([0.2317, 0.0600, 0.2111, 0.4201, 0.5859, 0.3176, 0.2310, 0.1905, 0.1069,
        0.1395, 0.2490, 0.3204])","tensor([ 4,  3, 11,  5, 10,  0,  6,  2,  7,  9,  8,  1])"
42,"tensor([ 0.1204,  0.1282,  0.1285,  0.1554, -0.0013, -0.0515, -0.0092,  0.1241,
         0.0737,  0.0857,  0.0923,  0.2569,  0.1480,  0.1784,  0.1632,  0.1160,
         0.5398,  0.5868,  0.1127,  0.0630,  0.1584,  0.0884,  0.1376,  0.0624,
         0.1697,  0.0888,  0.1520,  0.0583,  0.1380,  0.0901,  0.0142,  0.1108,
         0.0867,  0.1428,  0.1201,  0.1089,  0.2081])","tensor([17, 16, 11, 36, 13, 24, 14, 20,  3, 26, 12, 33, 28, 22,  2,  1,  7,  0,
        34, 15, 18, 31, 35, 10, 29, 25, 21, 32,  9,  8, 19, 23, 27, 30,  4,  6,
         5])"
43,"tensor([ 0.0747, -0.0260, -0.0246,  0.0376,  0.1616,  0.2047,  0.4626,  0.4981,
         0.3610,  0.1577])","tensor([7, 6, 8, 5, 4, 9, 0, 3, 2, 1])"
44,"tensor([0.5228, 0.5763, 0.4460, 0.5061, 0.4418, 0.4539, 0.4632, 0.2675, 0.4247,
        0.2162, 0.2327, 0.1537, 0.1529, 0.0313, 0.1663, 0.2889, 0.2972])","tensor([ 1,  0,  3,  6,  5,  2,  4,  8, 16, 15,  7, 10,  9, 14, 11, 12, 13])"
45,"tensor([0.2941, 0.2430, 0.2736, 0.3341, 0.2425, 0.3161, 0.0998, 0.1988, 0.2563,
        0.2488, 0.2298, 0.2606, 0.3442, 0.2294, 0.3694, 0.2764, 0.1232, 0.2893,
        0.4775, 0.1950, 0.2602, 0.3126, 0.2402, 0.4039, 0.3415, 0.2657, 0.2295,
        0.1864, 0.2475, 0.3264, 0.4828, 0.4187, 0.2275, 0.2917, 0.2974, 0.2530,
        0.3144, 0.1630, 0.2036, 0.3302, 0.3586, 0.3711, 0.2921, 0.3034, 0.3335,
        0.2813, 0.4911, 0.4995, 0.4736, 0.6562, 0.4704, 0.4218, 0.5770, 0.4154,
        0.3889, 0.4522, 0.2683])","tensor([49, 52, 47, 46, 30, 18, 48, 50, 55, 51, 31, 53, 23, 54, 41, 14, 40, 12,
        24,  3, 44, 39, 29,  5, 36, 21, 43, 34,  0, 42, 33, 17, 45, 15,  2, 56,
        25, 11, 20,  8, 35,  9, 28,  1,  4, 22, 10, 26, 13, 32, 38,  7, 19, 27,
        37, 16,  6])"
46,"tensor([0.2108, 0.2623, 0.3418, 0.3551, 0.3437, 0.3287, 0.3246, 0.3119, 0.4257,
        0.3076, 0.4066, 0.2955, 0.3198, 0.1413, 0.3442, 0.3150, 0.4809, 0.3415,
        0.2834, 0.3369, 0.3213, 0.3265, 0.3628, 0.3011, 0.3131, 0.3426, 0.3051,
        0.3146, 0.1811, 0.3171, 0.3054, 0.4929, 0.3541, 0.2483, 0.2795, 0.3781,
        0.3137, 0.3143, 0.3004, 0.3817, 0.3025, 0.3511, 0.2967, 0.3077, 0.1838,
        0.4550, 0.2810, 0.3847, 0.3319, 0.3278, 0.3657, 0.3283, 0.3292, 0.3643,
        0.3312, 0.3631, 0.4302, 0.3229, 0.3328, 0.3761, 0.2981, 0.2672, 0.2658,
        0.4369, 0.3147, 0.2929, 0.1280, 0.7282, 0.5360, 0.2932, 0.2847, 0.3543,
        0.3486, 0.3188, 0.3402, 0.5009, 0.3175, 0.4834, 0.3847, 0.2604, 0.2991,
        0.3554, 0.1887, 0.2660, 0.1634, 0.3391, 0.2986])","tensor([67, 68, 75, 31, 77, 16, 45, 63, 56,  8, 10, 78, 47, 39, 35, 59, 50, 53,
        55, 22, 81,  3, 71, 32, 41, 72, 14,  4, 25,  2, 17, 74, 85, 19, 58, 48,
        54, 52,  5, 51, 49, 21,  6, 57, 20, 12, 73, 76, 29, 15, 64, 27, 37, 36,
        24,  7, 43,  9, 30, 26, 40, 23, 38, 80, 86, 60, 42, 11, 69, 65, 70, 18,
        46, 34, 61, 83, 62,  1, 79, 33,  0, 82, 44, 28, 84, 13, 66])"
47,"tensor([ 0.2303,  0.1169,  0.1352,  0.1271,  0.2396,  0.1466,  0.0756,  0.1053,
         0.0725,  0.0544,  0.0585,  0.1480,  0.3794,  0.1552, -0.0190])","tensor([12,  4,  0, 13, 11,  5,  2,  3,  1,  7,  6,  8, 10,  9, 14])"
48,"tensor([0.8234, 0.1532, 0.1093, 0.1855, 0.1192, 0.5381, 0.2791, 0.1432, 0.1930,
        0.0583, 0.4545, 0.1741])","tensor([ 0,  5, 10,  6,  8,  3, 11,  1,  7,  4,  2,  9])"
49,"tensor([0.3375, 0.0677, 0.1773, 0.3691, 0.4373, 0.3955, 0.3782, 0.4355, 0.4806,
        0.4139, 0.2684, 0.3395, 0.2973, 0.3503, 0.2763, 0.3384, 0.3722, 0.3019,
        0.3183, 0.3414, 0.3635, 0.4455, 0.2758, 0.3272, 0.2703, 0.3453, 0.2263,
        0.2944, 0.2778, 0.2286, 0.2834, 0.2510, 0.3756, 0.3674, 0.3579, 0.3747,
        0.3814, 0.5566, 0.3403, 0.3205, 0.3321, 0.3271, 0.3441, 0.4065, 0.2446,
        0.3335, 0.2722, 0.1949, 0.2884, 0.3060, 0.3233, 0.4260, 0.2533, 0.2802,
        0.3162, 0.3244, 0.4215, 0.2551, 0.2917, 0.3129, 0.3164, 0.3371, 0.4035,
        0.2453, 0.3362, 0.3016, 0.3480, 0.3543, 0.3020, 0.3336, 0.4084, 0.2257,
        0.3054, 0.3510, 0.3604, 0.3669, 0.5103, 0.3579, 0.2789, 0.1729, 0.2625,
        0.2421, 0.2952, 0.2912, 0.3222, 0.2731, 0.3644, 0.2495, 0.2954, 0.2310,
        0.2064, 0.2881, 0.3435, 0.3340, 0.3583, 0.4343, 0.2709, 0.2153, 0.2723,
        0.3681, 0.1621, 0.2769, 0.2770, 0.3233, 0.2457, 0.2276, 0.3033, 0.2590,
        0.3277, 0.3816, 0.2500, 0.1829, 0.1874, 0.1985, 0.2000, 0.2462, 0.2110,
        0.2042, 0.2468, 0.2592, 0.3227, 0.3009, 0.3443, 0.2785, 0.3240, 0.3509,
        0.3073, 0.2885, 0.3263, 0.3444, 0.4412, 0.2493, 0.2161, 0.2585, 0.2510,
        0.2677, 0.3645, 0.1542, 0.3659, 0.3197, 0.3056, 0.2841, 0.2560, 0.2512,
        0.3015, 0.2409, 0.2393, 0.2344, 0.2377, 0.2709, 0.2186, 0.2549, 0.2482,
        0.2680, 0.3071, 0.1898, 0.2555, 0.2889, 0.2565, 0.3046, 0.3235, 0.3060,
        0.3365, 0.4190, 0.2782, 0.2679, 0.2642, 0.3063, 0.3242, 0.3058, 0.3498,
        0.4130, 0.2153, 0.2663, 0.2502, 0.2550, 0.2944, 0.2967, 0.2433, 0.3180,
        0.1943, 0.2778, 0.2644, 0.2313, 0.2717, 0.2874, 0.2956, 0.3632, 0.2240,
        0.2765, 0.3373, 0.3561, 0.3146, 0.3685, 0.3668, 0.3445, 0.3564, 0.3643,
        0.5471, 0.3300, 0.2908, 0.2808, 0.2998, 0.4060, 0.2520, 0.2572, 0.2134])","tensor([ 37, 198,  76,   8,  21, 130,   4,   7,  95,  51,  56, 163,   9, 171,
         70,  43, 203,  62,   5, 109,  36,   6,  32,  35,  16,   3, 193,  99,
         33,  75, 194, 138, 136,  86, 197,  20, 187,  74,  94,  77,  34, 196,
        191,  67,  73, 125,  13, 170,  66,  25, 195, 129, 122,  42,  92,  19,
         38,  11,  15,   0, 190,  61, 162,  64,  93,  69,  45,  40, 199, 108,
         23,  41, 128,  55, 168, 124, 160, 103,  50, 120,  84,  39, 139,  18,
        179,  60,  54, 192,  59, 126, 154, 167,  49, 161, 169, 140,  72, 159,
        106,  68,  17,  65, 144, 121, 202,  12, 177, 186,  88,  82,  27, 176,
         58,  83, 200, 157, 127,  48,  91, 185, 141,  30, 201,  53,  78, 123,
        164,  28, 181, 102, 101, 189,  14,  22,  85,  98,  46, 184, 149,  96,
         24,  10, 153, 165, 135, 173, 182, 166,  80, 119, 107, 133, 205, 158,
        142, 156,  57, 175, 151,  52, 204, 143, 134,  31, 174, 110,  87, 131,
        152, 118, 115, 104,  63,  44, 178,  81, 145, 146, 148, 147, 183,  89,
         29, 105,  26,  71, 188, 150, 132,  97, 172, 206, 116,  90, 117, 114,
        113,  47, 180, 155, 112, 111,   2,  79, 100, 137,   1])"
50,"tensor([0.2923, 0.3835, 0.3725, 0.5089, 0.3190, 0.2824, 0.3276, 0.2660, 0.4616,
        0.3169, 0.3091])","tensor([ 3,  8,  1,  2,  6,  4,  9, 10,  0,  5,  7])"
51,"tensor([0.4465, 0.4768, 0.4470, 0.4342, 0.3558, 0.1793, 0.3487, 0.0716, 0.3461,
        0.2635, 0.2583, 0.1933, 0.3707])","tensor([ 1,  2,  0,  3, 12,  4,  6,  8,  9, 10, 11,  5,  7])"
52,"tensor([0.5520, 0.4855, 0.4454, 0.5386, 0.4764, 0.4338, 0.5656, 0.4872, 0.5693,
        0.8021, 0.5570, 0.5674, 0.5436, 0.5498, 0.3480, 0.4375, 0.3555, 0.3629,
        0.3115, 0.2521, 0.2458, 0.4407, 0.3539, 0.6089, 0.3982, 0.3891, 0.1528,
        0.2986, 0.3001, 0.3160])","tensor([ 9, 23,  8, 11,  6, 10,  0, 13, 12,  3,  7,  1,  4,  2, 21, 15,  5, 24,
        25, 17, 16, 22, 14, 29, 18, 28, 27, 19, 20, 26])"
53,"tensor([0.3884, 0.3756, 0.3677, 0.4988, 0.6562, 0.6141, 0.5020, 0.3894, 0.1624,
        0.5138, 0.2140, 0.2641, 0.2985, 0.5135])","tensor([ 4,  5,  9, 13,  6,  3,  7,  0,  1,  2, 12, 11, 10,  8])"
54,"tensor([0.1051, 0.0994, 0.1050, 0.0767, 0.1489, 0.2309, 0.1022, 0.1011, 0.0959,
        0.1232, 0.0685])","tensor([ 5,  4,  9,  0,  2,  6,  7,  1,  8,  3, 10])"
55,"tensor([0.1847, 0.2376, 0.4624, 0.1872, 0.2990, 0.2414, 0.1835, 0.1420, 0.2582,
        0.0612, 0.0799, 0.1419, 0.5204, 0.6588])","tensor([13, 12,  2,  4,  8,  5,  1,  3,  0,  6,  7, 11, 10,  9])"
56,"tensor([ 0.0742,  0.1815,  0.0130, -0.0013,  0.1519,  0.0592,  0.2075,  0.1945,
         0.2113,  0.2198,  0.3280,  0.0557,  0.3053])","tensor([10, 12,  9,  8,  6,  7,  1,  4,  0,  5, 11,  2,  3])"
57,"tensor([0.1922, 0.2595, 0.3530, 0.3284, 0.0794, 0.2099, 0.3995, 0.3758, 0.3764,
        0.3944, 0.4004, 0.3313, 0.4060, 0.3125, 0.3255, 0.3749, 0.3033, 0.2884,
        0.1507, 0.2574, 0.2306, 0.2023, 0.2449, 0.4928])","tensor([23, 12, 10,  6,  9,  8,  7, 15,  2, 11,  3, 14, 13, 16, 17,  1, 19, 22,
        20,  5, 21,  0, 18,  4])"
58,"tensor([0.2816, 0.2307, 0.4573, 0.4912, 0.4228, 0.3695, 0.3797, 0.3981, 0.4573,
        0.4559, 0.4657, 0.3971, 0.5127, 0.4011, 0.5134, 0.4304, 0.5450, 0.4399,
        0.7230])","tensor([18, 16, 14, 12,  3, 10,  2,  8,  9, 17, 15,  4, 13,  7, 11,  6,  5,  0,
         1])"
59,"tensor([0.1975, 0.4868, 0.4689, 0.3327, 0.2030, 0.2650, 0.2252, 0.2673, 0.2427,
        0.3492, 0.3042, 0.0950, 0.2422, 0.4175, 0.4617, 0.5039, 0.4944, 0.5222,
        0.5239])","tensor([18, 17, 15, 16,  1,  2, 14, 13,  9,  3, 10,  7,  5,  8, 12,  6,  4,  0,
        11])"
