,cos_scores,sorted_snippets
16,"tensor([0.8401, 0.8215, 0.8422, 0.8168, 0.8511, 0.8635, 0.8350, 0.8446, 0.8559,
        0.8341, 0.8347, 0.8420, 0.7956, 0.7770, 0.7822, 0.7916, 0.8479, 0.7776,
        0.7295, 0.7839, 0.8349, 0.8296, 0.8411, 0.8246, 0.8306, 0.8372, 0.8232,
        0.7781, 0.8496, 0.8123, 0.7870, 0.7843, 0.7549, 0.7498, 0.7733, 0.7441,
        0.7807, 0.7792, 0.7895])","tensor([ 5,  8,  4, 28, 16,  7,  2, 11, 22,  0, 25,  6, 20, 10,  9, 24, 21, 23,
        26,  1,  3, 29, 12, 15, 38, 30, 31, 19, 14, 36, 37, 27, 17, 13, 34, 32,
        33, 35, 18])"
17,"tensor([0.8014, 0.8189, 0.8013, 0.7873, 0.7831, 0.7820, 0.8016, 0.7888, 0.8013,
        0.7739, 0.7963, 0.7761, 0.7785, 0.7732, 0.7843])","tensor([ 1,  6,  0,  8,  2, 10,  7,  3, 14,  4,  5, 12, 11,  9, 13])"
18,"tensor([0.8118, 0.8214, 0.8153, 0.8112, 0.8092, 0.8156, 0.8047, 0.7842, 0.8054,
        0.8099, 0.8198, 0.8750, 0.8090, 0.8005, 0.8155, 0.8268, 0.7997, 0.8242,
        0.8067, 0.8139, 0.8211, 0.7945, 0.8068, 0.8272, 0.8115, 0.8165, 0.8134,
        0.8006, 0.7997, 0.8122, 0.8278, 0.8114, 0.8089, 0.8012, 0.8197, 0.8113,
        0.8125, 0.8079, 0.8184, 0.8131, 0.7978, 0.7990, 0.8178, 0.8213, 0.8132,
        0.8003, 0.8077, 0.8110, 0.8030, 0.8226, 0.8149, 0.8052, 0.7859, 0.8069,
        0.8131, 0.8036, 0.8013])","tensor([11, 30, 23, 15, 17, 49,  1, 43, 20, 10, 34, 38, 42, 25,  5, 14,  2, 50,
        19, 26, 44, 54, 39, 36, 29,  0, 24, 31, 35,  3, 47,  9,  4, 12, 32, 37,
        46, 53, 22, 18,  8, 51,  6, 55, 48, 56, 33, 27, 13, 45, 28, 16, 41, 40,
        21, 52,  7])"
19,"tensor([0.8346, 0.7902, 0.7895, 0.7884, 0.8676, 0.7581, 0.7742, 0.7518, 0.8090,
        0.7644, 0.7840])","tensor([ 4,  0,  8,  1,  2,  3, 10,  6,  9,  5,  7])"
20,"tensor([0.8425, 0.8737, 0.8503, 0.8596, 0.8230, 0.8114, 0.8419, 0.8117, 0.8173,
        0.8282, 0.8108, 0.8123, 0.7860, 0.8224, 0.7853, 0.8014, 0.8127])","tensor([ 1,  3,  2,  0,  6,  9,  4, 13,  8, 16, 11,  7,  5, 10, 15, 12, 14])"
21,"tensor([0.7860, 0.8188, 0.7981, 0.7963, 0.8232, 0.7845, 0.7793, 0.7800, 0.8040,
        0.7686])","tensor([4, 1, 8, 2, 3, 0, 5, 7, 6, 9])"
22,"tensor([0.8001, 0.8042, 0.8040, 0.7873, 0.8131, 0.8406, 0.8524, 0.8363, 0.8200,
        0.7867, 0.8237, 0.8140, 0.7962, 0.7897, 0.7960, 0.7934])","tensor([ 6,  5,  7, 10,  8, 11,  4,  1,  2,  0, 12, 14, 15, 13,  3,  9])"
23,"tensor([0.7603, 0.7846, 0.9305, 0.7723, 0.7526, 0.7673, 0.8075, 0.8032, 0.8383,
        0.8491, 0.7596, 0.7355, 0.7482, 0.8029, 0.7655])","tensor([ 2,  9,  8,  6,  7, 13,  1,  3,  5, 14,  0, 10,  4, 12, 11])"
24,"tensor([0.7798, 0.8334, 0.8391, 0.8337, 0.8311, 0.9028, 0.7762, 0.7945, 0.8157,
        0.8010, 0.7833, 0.7842, 0.7819])","tensor([ 5,  2,  3,  1,  4,  8,  9,  7, 11, 10, 12,  0,  6])"
25,"tensor([0.7986, 0.7949, 0.7994, 0.8558, 0.7893, 0.7835, 0.7810, 0.7868, 0.7626,
        0.7658, 0.7731, 0.7582, 0.7517, 0.7514, 0.7568, 0.7529, 0.7730, 0.7603,
        0.7753, 0.7557, 0.7603, 0.7825, 0.7660])","tensor([ 3,  2,  0,  1,  4,  7,  5, 21,  6, 18, 10, 16, 22,  9,  8, 20, 17, 11,
        14, 19, 15, 12, 13])"
26,"tensor([0.8398, 0.8026, 0.7829, 0.8158, 0.8588, 0.7855, 0.7767, 0.7686, 0.7945,
        0.7798, 0.7891, 0.8053, 0.8082, 0.7903, 0.7943, 0.7860, 0.7987])","tensor([ 4,  0,  3, 12, 11,  1, 16,  8, 14, 13, 10, 15,  5,  2,  9,  6,  7])"
27,"tensor([0.8020, 0.7858, 0.7913, 0.8069, 0.7932, 0.7782, 0.8137, 0.7933, 0.8199,
        0.7515, 0.7870, 0.8456, 0.7925, 0.8149, 0.8122, 0.7934, 0.7531, 0.8002,
        0.8116, 0.8293, 0.8020, 0.7979, 0.7760, 0.7821, 0.7698, 0.7508, 0.7834,
        0.7899, 0.7729, 0.7872, 0.7662, 0.8151, 0.8067, 0.7779, 0.7729, 0.7595,
        0.7933])","tensor([11, 19,  8, 31, 13,  6, 14, 18,  3, 32, 20,  0, 17, 21, 15, 36,  7,  4,
        12,  2, 27, 29, 10,  1, 26, 23,  5, 33, 22, 28, 34, 24, 30, 35, 16,  9,
        25])"
28,"tensor([0.7910, 0.8080, 0.7992, 0.7970, 0.8089, 0.8086, 0.8084, 0.7994, 0.8146,
        0.7959, 0.8109, 0.7958, 0.8500, 0.8347, 0.8181, 0.7904])","tensor([12, 13, 14,  8, 10,  4,  5,  6,  1,  7,  2,  3,  9, 11,  0, 15])"
29,"tensor([0.8025, 0.8004, 0.7958, 0.8237, 0.7946, 0.8012, 0.8059, 0.8038, 0.8145,
        0.8601, 0.7728, 0.7987, 0.7986, 0.8152, 0.7908, 0.8124])","tensor([ 9,  3, 13,  8, 15,  6,  7,  0,  5,  1, 11, 12,  2,  4, 14, 10])"
30,"tensor([0.8068, 0.8390, 0.7831, 0.7841, 0.7977, 0.7878, 0.7966, 0.8074, 0.7565,
        0.7749, 0.8535, 0.7831, 0.8545, 0.7860, 0.8237, 0.7971, 0.7792, 0.7920,
        0.7735, 0.7801])","tensor([12, 10,  1, 14,  7,  0,  4, 15,  6, 17,  5, 13,  3, 11,  2, 19, 16,  9,
        18,  8])"
31,"tensor([0.8434, 0.8404, 0.8223, 0.8358, 0.8293, 0.8320, 0.8351, 0.8347, 0.8850,
        0.8895, 0.7808, 0.8044, 0.8006, 0.8088])","tensor([ 9,  8,  0,  1,  3,  6,  7,  5,  4,  2, 13, 11, 12, 10])"
32,"tensor([0.7868, 0.7545, 0.8079, 0.8393, 0.7764, 0.7717, 0.7517, 0.7499, 0.7562,
        0.7452, 0.7609, 0.7550, 0.7629, 0.7639, 0.7663, 0.7800, 0.7898, 0.7572,
        0.7546, 0.7561, 0.7383])","tensor([ 3,  2, 16,  0, 15,  4,  5, 14, 13, 12, 10, 17,  8, 19, 11, 18,  1,  6,
         7,  9, 20])"
33,"tensor([0.8195, 0.8006, 0.8077, 0.7980, 0.7970, 0.8242, 0.8072, 0.8053, 0.8415,
        0.8476, 0.8772, 0.8432])","tensor([10,  9, 11,  8,  5,  0,  2,  6,  7,  1,  3,  4])"
34,"tensor([0.7847, 0.7738, 0.7996, 0.8019, 0.7665, 0.7951, 0.7910, 0.8167, 0.8618,
        0.7981, 0.8096, 0.8134, 0.8057, 0.8437, 0.8973, 0.8291, 0.7632, 0.8122,
        0.7718, 0.8123, 0.7919, 0.7747, 0.7914, 0.7939, 0.7896])","tensor([14,  8, 13, 15,  7, 11, 19, 17, 10, 12,  3,  2,  9,  5, 23, 20, 22,  6,
        24,  0, 21,  1, 18,  4, 16])"
35,"tensor([0.7827, 0.7898, 0.8059, 0.7692, 0.8210, 0.8238, 0.7727, 0.7933, 0.8076,
        0.7999, 0.7774, 0.7964, 0.7728, 0.7795, 0.8069, 0.7850, 0.8122, 0.8222])","tensor([ 5, 17,  4, 16,  8, 14,  2,  9, 11,  7,  1, 15,  0, 13, 10, 12,  6,  3])"
36,"tensor([0.7987, 0.8066, 0.8211, 0.7975, 0.7949, 0.7656, 0.8053, 0.8059, 0.8101,
        0.7680, 0.7726, 0.7754, 0.7933, 0.7806, 0.8030, 0.7964, 0.7863, 0.7904,
        0.7887, 0.8004, 0.8400])","tensor([20,  2,  8,  1,  7,  6, 14, 19,  0,  3, 15,  4, 12, 17, 18, 16, 13, 11,
        10,  9,  5])"
37,"tensor([0.7927, 0.8292, 0.7899, 0.8196, 0.7873, 0.7970, 0.8173, 0.8320, 0.8505,
        0.8268, 0.8505, 0.8420, 0.8532, 0.8136, 0.8371, 0.8225, 0.8898, 0.8378,
        0.8428, 0.8334, 0.8419, 0.8400, 0.8051, 0.8297, 0.7927, 0.8446, 0.8070,
        0.8348])","tensor([16, 12,  8, 10, 25, 18, 11, 20, 21, 17, 14, 27, 19,  7, 23,  1,  9, 15,
         3,  6, 13, 26, 22,  5, 24,  0,  2,  4])"
38,"tensor([0.7892, 0.7528, 0.7741, 0.7647, 0.7715, 0.7794, 0.8173, 0.7914, 0.8357,
        0.8113, 0.8464, 0.8725])","tensor([11, 10,  8,  6,  9,  7,  0,  5,  2,  4,  3,  1])"
39,"tensor([0.7925, 0.8159, 0.8580, 0.8026, 0.8027, 0.8170, 0.7752, 0.7598, 0.7647,
        0.7767, 0.7723])","tensor([ 2,  5,  1,  4,  3,  0,  9,  6, 10,  8,  7])"
40,"tensor([0.8106, 0.8549, 0.8099, 0.8112, 0.8430, 0.8081, 0.7962, 0.8133, 0.8393,
        0.8315, 0.8048, 0.8160, 0.8461, 0.8730, 0.8723, 0.8062])","tensor([13, 14,  1, 12,  4,  8,  9, 11,  7,  3,  0,  2,  5, 15, 10,  6])"
41,"tensor([0.8179, 0.7796, 0.7934, 0.8136, 0.8315, 0.7957, 0.7832, 0.7793, 0.7730,
        0.7761, 0.7969, 0.8032])","tensor([ 4,  0,  3, 11, 10,  5,  2,  6,  1,  7,  9,  8])"
42,"tensor([0.7661, 0.7823, 0.7574, 0.7548, 0.7397, 0.7552, 0.7530, 0.7833, 0.7392,
        0.7505, 0.7590, 0.7702, 0.7893, 0.7664, 0.7471, 0.7762, 0.8400, 0.8231,
        0.7699, 0.7692, 0.7795, 0.7548, 0.7693, 0.7607, 0.7654, 0.7732, 0.7817,
        0.7380, 0.7534, 0.7472, 0.7609, 0.7830, 0.7939, 0.7515, 0.7470, 0.7741,
        0.7911])","tensor([16, 17, 32, 36, 12,  7, 31,  1, 26, 20, 15, 35, 25, 11, 18, 22, 19, 13,
         0, 24, 30, 23, 10,  2,  5,  3, 21, 28,  6, 33,  9, 29, 14, 34,  4,  8,
        27])"
43,"tensor([0.7704, 0.7452, 0.7427, 0.7477, 0.7696, 0.7686, 0.8571, 0.8287, 0.8029,
        0.7540])","tensor([6, 7, 8, 0, 4, 5, 9, 3, 1, 2])"
44,"tensor([0.8372, 0.8458, 0.8204, 0.8187, 0.8262, 0.8195, 0.8272, 0.7824, 0.8231,
        0.7869, 0.7931, 0.7587, 0.7774, 0.7450, 0.7591, 0.8100, 0.7852])","tensor([ 1,  0,  6,  4,  8,  2,  5,  3, 15, 10,  9, 16,  7, 12, 14, 11, 13])"
45,"tensor([0.8290, 0.8171, 0.8198, 0.8209, 0.8294, 0.8255, 0.8089, 0.7818, 0.8204,
        0.8005, 0.8240, 0.8122, 0.8225, 0.7927, 0.8330, 0.8158, 0.8024, 0.8024,
        0.8580, 0.8045, 0.8230, 0.8284, 0.7894, 0.8253, 0.8252, 0.8097, 0.8126,
        0.8084, 0.8215, 0.8272, 0.8371, 0.8584, 0.8063, 0.7977, 0.8211, 0.8048,
        0.8166, 0.7929, 0.8116, 0.8212, 0.8380, 0.8269, 0.8312, 0.8311, 0.8187,
        0.8033, 0.8576, 0.8826, 0.8763, 0.9226, 0.8746, 0.8733, 0.8634, 0.8409,
        0.8619, 0.8515, 0.8149])","tensor([49, 47, 48, 50, 51, 52, 54, 31, 18, 46, 55, 53, 40, 30, 14, 42, 43,  4,
         0, 21, 29, 41,  5, 23, 24, 10, 20, 12, 28, 39, 34,  3,  8,  2, 44,  1,
        36, 15, 56, 26, 11, 38, 25,  6, 27, 32, 35, 19, 45, 17, 16,  9, 33, 37,
        13, 22,  7])"
46,"tensor([0.8247, 0.8354, 0.8074, 0.8666, 0.8155, 0.8387, 0.8117, 0.8124, 0.8617,
        0.8071, 0.8498, 0.8045, 0.8422, 0.7967, 0.8564, 0.8154, 0.8737, 0.8132,
        0.8434, 0.8051, 0.8407, 0.8052, 0.8277, 0.8167, 0.8289, 0.8076, 0.8518,
        0.8064, 0.8167, 0.8584, 0.8116, 0.9193, 0.8271, 0.8345, 0.8187, 0.8661,
        0.8119, 0.8611, 0.8137, 0.8586, 0.7958, 0.8472, 0.8056, 0.8267, 0.7995,
        0.8953, 0.8166, 0.8604, 0.8102, 0.8093, 0.8600, 0.8126, 0.8169, 0.8678,
        0.8095, 0.8158, 0.8712, 0.8099, 0.8043, 0.8683, 0.8190, 0.8176, 0.8047,
        0.8623, 0.8057, 0.8556, 0.7924, 0.8873, 0.8307, 0.8651, 0.8105, 0.8567,
        0.8127, 0.8556, 0.8142, 0.8766, 0.8174, 0.8655, 0.8225, 0.8310, 0.8085,
        0.8639, 0.8053, 0.8341, 0.7936, 0.8688, 0.8139])","tensor([31, 45, 67, 75, 16, 56, 85, 59, 53,  3, 35, 77, 69, 81, 63,  8, 37, 47,
        50, 39, 29, 71, 14, 73, 65, 26, 10, 41, 18, 12, 20,  5,  1, 33, 83, 79,
        68, 24, 22, 32, 43,  0, 78, 60, 34, 61, 76, 52, 28, 23, 46, 55,  4, 15,
        74, 86, 38, 17, 72, 51,  7, 36,  6, 30, 70, 48, 57, 54, 49, 80, 25,  2,
         9, 27, 64, 42, 82, 21, 19, 62, 11, 58, 44, 13, 40, 84, 66])"
47,"tensor([0.7891, 0.7589, 0.7681, 0.7600, 0.7906, 0.7939, 0.7569, 0.7682, 0.7637,
        0.7614, 0.7614, 0.7513, 0.8652, 0.7597, 0.7694])","tensor([12,  5,  4,  0, 14,  7,  2,  8, 10,  9,  3, 13,  1,  6, 11])"
48,"tensor([0.9149, 0.7725, 0.7712, 0.7799, 0.7745, 0.8326, 0.7900, 0.7771, 0.7771,
        0.7630, 0.8500, 0.7970])","tensor([ 0, 10,  5, 11,  6,  3,  7,  8,  4,  1,  2,  9])"
49,"tensor([0.7809, 0.7574, 0.7801, 0.7983, 0.7979, 0.7977, 0.7926, 0.8026, 0.8002,
        0.8157, 0.7545, 0.7674, 0.7446, 0.7587, 0.7548, 0.7644, 0.7609, 0.7755,
        0.7624, 0.7526, 0.7664, 0.7585, 0.7648, 0.7810, 0.7594, 0.7769, 0.7466,
        0.7563, 0.7640, 0.7518, 0.7581, 0.7605, 0.8168, 0.8215, 0.8228, 0.8158,
        0.8319, 0.8476, 0.8012, 0.7482, 0.7510, 0.7462, 0.7599, 0.7528, 0.7574,
        0.7629, 0.7452, 0.7593, 0.7601, 0.7528, 0.7622, 0.7583, 0.7716, 0.7568,
        0.7490, 0.7732, 0.7546, 0.7675, 0.7503, 0.7636, 0.7515, 0.7625, 0.7539,
        0.7696, 0.7749, 0.7514, 0.7501, 0.7530, 0.7501, 0.7628, 0.7564, 0.7574,
        0.7719, 0.8031, 0.7927, 0.8089, 0.8287, 0.7785, 0.7890, 0.7663, 0.7702,
        0.7465, 0.7390, 0.7462, 0.7451, 0.7496, 0.7513, 0.7562, 0.7571, 0.7427,
        0.7463, 0.7616, 0.7475, 0.7505, 0.7572, 0.7544, 0.7587, 0.7574, 0.7588,
        0.7706, 0.7646, 0.7617, 0.7457, 0.7624, 0.7557, 0.7440, 0.7465, 0.7450,
        0.7560, 0.7512, 0.7552, 0.7836, 0.7466, 0.7732, 0.7710, 0.7672, 0.7603,
        0.7729, 0.7642, 0.7589, 0.7708, 0.7435, 0.7637, 0.7662, 0.7636, 0.7681,
        0.7706, 0.7605, 0.7538, 0.7664, 0.7588, 0.7698, 0.7459, 0.7491, 0.7453,
        0.7557, 0.7554, 0.7604, 0.7624, 0.7580, 0.7562, 0.7501, 0.7578, 0.7476,
        0.7611, 0.7585, 0.7634, 0.7520, 0.7542, 0.7649, 0.7600, 0.7681, 0.7535,
        0.7515, 0.7647, 0.7639, 0.7683, 0.7722, 0.7588, 0.7655, 0.7520, 0.7499,
        0.7638, 0.7536, 0.7681, 0.7634, 0.7601, 0.7546, 0.7540, 0.7531, 0.7632,
        0.7589, 0.7696, 0.7577, 0.7528, 0.7460, 0.7630, 0.7570, 0.7636, 0.7561,
        0.7651, 0.7520, 0.7526, 0.7558, 0.7477, 0.7510, 0.7612, 0.7537, 0.7750,
        0.7606, 0.7764, 0.7694, 0.7747, 0.8130, 0.8168, 0.8186, 0.8153, 0.8265,
        0.8403, 0.8018, 0.7440, 0.7441, 0.7509, 0.7519, 0.7466, 0.7632, 0.7981])","tensor([ 37, 198,  36,  76, 197,  34,  33, 195,  32, 194,  35,   9, 196, 193,
         75,  73,   7, 199,  38,   8,   3, 206,   4,   5,  74,   6,  78, 111,
         23,   0,   2,  77,  25, 190,  17, 188,  64, 192,  55, 113, 117, 157,
         72,  52, 114, 120, 126,  99,  80, 131,  63, 172, 191, 156, 151, 164,
        125,  57,  11, 115,  20, 129,  79, 123, 159, 180, 149,  22, 154, 100,
         15, 118,  28, 155, 162, 122, 124,  59, 178, 165, 146, 205, 170, 176,
         45,  69,  61, 103, 138,  18,  50, 101,  91, 186, 144,  16, 189,  31,
        127, 137, 116, 166,  48, 150,  42,  24,  47, 119, 171,  98, 158, 130,
         96,  13, 145,  21,  51,  30, 139, 142, 173,  71,  97,  44,   1,  94,
         88, 177,  53,  70,  27,  87, 140, 179, 108, 183, 135, 104, 136, 110,
         14,  56, 167,  10,  95, 148, 168,  62, 128, 187, 163, 152, 169,  67,
         49, 174,  43, 182,  19, 147, 160, 181, 203,  29, 153,  60,  65,  86,
        109, 185,  40, 202,  93,  58, 141,  66,  68, 161,  85, 133,  54,  39,
        184, 143,  92, 204,  26, 112,  81, 106,  90,  41,  83, 175, 132, 102,
        134,  46,  84, 107,  12, 201, 200, 105, 121,  89,  82])"
50,"tensor([0.7801, 0.7891, 0.8062, 0.8301, 0.7930, 0.7817, 0.7925, 0.7862, 0.8243,
        0.7828, 0.7896])","tensor([ 3,  8,  2,  4,  6, 10,  1,  7,  9,  5,  0])"
51,"tensor([0.8134, 0.8240, 0.8954, 0.8466, 0.7935, 0.7972, 0.8223, 0.7502, 0.7987,
        0.7700, 0.8064, 0.7726, 0.7963])","tensor([ 2,  3,  1,  6,  0, 10,  8,  5, 12,  4, 11,  9,  7])"
52,"tensor([0.8107, 0.8080, 0.8166, 0.8417, 0.8350, 0.7954, 0.8360, 0.8319, 0.8343,
        0.8777, 0.8392, 0.8433, 0.8494, 0.8279, 0.7758, 0.7843, 0.7922, 0.7837,
        0.7813, 0.7636, 0.7855, 0.8186, 0.8016, 0.8441, 0.7744, 0.7892, 0.7702,
        0.7865, 0.7949, 0.7867])","tensor([ 9, 12, 23, 11,  3, 10,  6,  4,  8,  7, 13, 21,  2,  0,  1, 22,  5, 28,
        16, 25, 29, 27, 20, 15, 17, 18, 14, 24, 26, 19])"
53,"tensor([0.8312, 0.8368, 0.8341, 0.8656, 0.9021, 0.9140, 0.8617, 0.8332, 0.8166,
        0.8437, 0.7842, 0.7995, 0.8304, 0.8529])","tensor([ 5,  4,  3,  6, 13,  9,  1,  2,  7,  0, 12,  8, 11, 10])"
54,"tensor([0.7992, 0.8168, 0.8207, 0.7933, 0.8101, 0.8009, 0.8509, 0.8254, 0.8203,
        0.7908, 0.7862])","tensor([ 6,  7,  2,  8,  1,  4,  5,  0,  3,  9, 10])"
55,"tensor([0.7781, 0.7786, 0.8315, 0.7644, 0.8175, 0.7703, 0.7754, 0.7403, 0.7815,
        0.7796, 0.7328, 0.7979, 0.8247, 0.8925])","tensor([13,  2, 12,  4, 11,  8,  9,  1,  0,  6,  5,  3,  7, 10])"
56,"tensor([0.7496, 0.7894, 0.7470, 0.7452, 0.7738, 0.7526, 0.8038, 0.8213, 0.8164,
        0.8158, 0.8315, 0.7408, 0.8045])","tensor([10,  7,  8,  9, 12,  6,  1,  4,  5,  0,  2,  3, 11])"
57,"tensor([0.7882, 0.7935, 0.8322, 0.8535, 0.7407, 0.7928, 0.8248, 0.8209, 0.8067,
        0.8157, 0.8185, 0.8368, 0.8152, 0.8006, 0.8141, 0.8170, 0.7830, 0.7934,
        0.7739, 0.8081, 0.7975, 0.7805, 0.7653, 0.8168])","tensor([ 3, 11,  2,  6,  7, 10, 15, 23,  9, 12, 14, 19,  8, 13, 20,  1, 17,  5,
         0, 16, 21, 18, 22,  4])"
58,"tensor([0.8070, 0.7867, 0.8574, 0.8244, 0.8189, 0.8140, 0.8297, 0.8655, 0.8339,
        0.8341, 0.8342, 0.8257, 0.8599, 0.8347, 0.8595, 0.8332, 0.8227, 0.8315,
        0.8935])","tensor([18,  7, 12, 14,  2, 13, 10,  9,  8, 15, 17,  6, 11,  3, 16,  4,  5,  0,
         1])"
59,"tensor([0.7733, 0.8405, 0.8171, 0.7884, 0.7727, 0.7905, 0.7876, 0.7624, 0.7769,
        0.7964, 0.8190, 0.7478, 0.7857, 0.8309, 0.8227, 0.8029, 0.8218, 0.8128,
        0.8376])","tensor([ 1, 18, 13, 14, 16, 10,  2, 17, 15,  9,  5,  3,  6, 12,  8,  0,  4,  7,
        11])"
