,cos_scores,sorted_snippets
47,"tensor([ 0.1305,  0.0668,  0.1416,  0.1325,  0.1258, -0.0129,  0.1243,  0.0036,
         0.0322,  0.0311,  0.1346,  0.1258,  0.9392,  0.1258,  0.0944])","tensor([12,  2, 10,  3,  0,  4, 11, 13,  6, 14,  1,  8,  9,  7,  5])"
48,"tensor([ 0.6828,  0.0085, -0.0286,  0.0066, -0.0147,  0.0037,  0.2382, -0.0465,
         0.1596,  0.0031,  0.1761,  0.2596])","tensor([ 0, 11,  6, 10,  8,  1,  3,  5,  9,  4,  2,  7])"
49,"tensor([0.3810, 0.1203, 0.1031, 0.7298, 0.7254, 0.7087, 0.5929, 0.7475, 0.8370,
        0.7035, 0.3405, 0.3465, 0.3010, 0.4171, 0.3216, 0.3763, 0.3931, 0.3856,
        0.3672, 0.2978, 0.4277, 0.5050, 0.3369, 0.3412, 0.4034, 0.4021, 0.3593,
        0.3515, 0.3449, 0.3866, 0.4036, 0.3764, 0.3284, 0.3766, 0.3875, 0.2948,
        0.4699, 0.5450, 0.2908, 0.2877, 0.3142, 0.2625, 0.3667, 0.4216, 0.2739,
        0.3735, 0.2389, 0.2564, 0.3264, 0.2638, 0.3918, 0.4606, 0.2922, 0.3625,
        0.3280, 0.4202, 0.4857, 0.3250, 0.4411, 0.4582, 0.3758, 0.4775, 0.5245,
        0.4008, 0.3530, 0.3603, 0.3924, 0.3412, 0.3002, 0.3922, 0.4872, 0.3421,
        0.3336, 0.3624, 0.3136, 0.4624, 0.5349, 0.2967, 0.2541, 0.2544, 0.1960,
        0.2859, 0.3058, 0.2876, 0.2502, 0.3294, 0.4112, 0.2706, 0.3531, 0.2537,
        0.2640, 0.4086, 0.4427, 0.3276, 0.4456, 0.5464, 0.3636, 0.2693, 0.3599,
        0.4349, 0.2425, 0.3276, 0.2813, 0.3830, 0.3163, 0.3011, 0.3376, 0.2756,
        0.3905, 0.4704, 0.3172, 0.3654, 0.3112, 0.3140, 0.3623, 0.3502, 0.3414,
        0.3574, 0.3554, 0.4835, 0.4801, 0.3948, 0.5397, 0.4647, 0.3459, 0.3757,
        0.3916, 0.3561, 0.3143, 0.4142, 0.4927, 0.3215, 0.2831, 0.3061, 0.2480,
        0.3370, 0.4400, 0.2526, 0.2571, 0.1549, 0.4518, 0.2994, 0.3361, 0.3408,
        0.3308, 0.3134, 0.2961, 0.3148, 0.2892, 0.2748, 0.3069, 0.3114, 0.3622,
        0.3231, 0.4225, 0.3582, 0.3382, 0.3492, 0.3614, 0.3794, 0.3986, 0.3030,
        0.4315, 0.5186, 0.3541, 0.2992, 0.2642, 0.3559, 0.3869, 0.3149, 0.4017,
        0.4768, 0.3184, 0.2970, 0.2542, 0.2902, 0.2366, 0.3486, 0.2728, 0.3416,
        0.2540, 0.2909, 0.2727, 0.2680, 0.3721, 0.2848, 0.4493, 0.5356, 0.3856,
        0.2656, 0.3199, 0.3622, 0.3080, 0.4205, 0.4537, 0.4670, 0.3771, 0.5575,
        0.6254, 0.3752, 0.3789, 0.2951, 0.4125, 0.5154, 0.2944, 0.3287, 0.3234])","tensor([  8,   7,   3,   4,   5,   9, 198,   6, 197,  95,  37, 122, 187,  76,
         62, 163, 203,  21, 130,  70,  56, 119, 120,  61, 171, 109,  36, 195,
        123,  75,  51,  59, 194, 140, 186,  94,  92,  58, 136,  99, 162,  20,
        154,  43, 193,  55,  13, 129, 202,  86,  91,  30,  24,  25, 170,  63,
        160, 121,  16,  66,  69,  50, 126, 108,  34, 168,  29, 188,  17, 103,
          0, 159, 200, 196,  33,  31,  15,  60, 125, 199,  45, 184,  18,  42,
        111,  96,  53,  73, 114, 152, 191, 158,  65,  98,  26, 155, 117, 127,
        167, 118, 164,  88,  64,  27, 115, 157, 177,  11, 124,  28,  71, 179,
        116,  67,  23, 143,  10, 156, 106, 135,  22, 142,  72, 144,  85, 205,
         32,  54, 101,  93,  48,  57, 206, 153,  14, 131, 190, 172, 110, 104,
        169, 147, 128,  40, 113,  74, 145, 151, 112, 192, 150, 133,  82, 161,
        105,  12,  68, 141, 165,  19, 173,  77, 146, 201,  35, 204,  52, 181,
         38, 175, 148,  39,  83,  81, 185, 132, 102, 107, 149,  44, 178, 182,
         87,  97, 183, 189, 166,  90,  49,  41, 138,  47,  79, 174,  78, 180,
         89, 137,  84, 134, 100,  46, 176,  80, 139,   1,   2])"
50,"tensor([0.2647, 0.3766, 0.1750, 0.6059, 0.3769, 0.2205, 0.1886, 0.2146, 0.2777,
        0.1592, 0.1916])","tensor([ 3,  4,  1,  8,  0,  5,  7, 10,  6,  2,  9])"
51,"tensor([ 0.3265,  0.2872,  0.3793,  0.2999,  0.1482,  0.2476,  0.1378, -0.0333,
         0.0337,  0.1446,  0.0393,  0.1419,  0.0011])","tensor([ 2,  0,  3,  1,  5,  4,  9, 11,  6, 10,  8, 12,  7])"
52,"tensor([0.3294, 0.2736, 0.2715, 0.4262, 0.4389, 0.2151, 0.3953, 0.4189, 0.5376,
        0.8190, 0.5174, 0.4263, 0.4591, 0.4677, 0.1853, 0.2292, 0.2259, 0.4063,
        0.4920, 0.1105, 0.0887, 0.1532, 0.1533, 0.5003, 0.1455, 0.1589, 0.1805,
        0.2335, 0.2792, 0.1548])","tensor([ 9,  8, 10, 23, 18, 13, 12,  4, 11,  3,  7, 17,  6,  0, 28,  1,  2, 27,
        15, 16,  5, 14, 26, 25, 29, 22, 21, 24, 19, 20])"
53,"tensor([0.3707, 0.3913, 0.3444, 0.4245, 0.6243, 0.7910, 0.5090, 0.4878, 0.3632,
        0.1834, 0.0986, 0.3423, 0.4974, 0.4186])","tensor([ 5,  4,  6, 12,  7,  3, 13,  1,  0,  8,  2, 11,  9, 10])"
54,"tensor([0.4946, 0.6769, 0.7093, 0.4752, 0.4904, 0.4140, 0.8542, 0.6606, 0.6542,
        0.5450, 0.5197])","tensor([ 6,  2,  1,  7,  8,  9, 10,  0,  4,  3,  5])"
55,"tensor([0.0446, 0.1003, 0.1437, 0.0797, 0.0951, 0.0223, 0.0211, 0.0221, 0.1392,
        0.0513, 0.0637, 0.1565, 0.3492, 0.6603])","tensor([13, 12, 11,  2,  8,  1,  4,  3, 10,  9,  0,  5,  7,  6])"
56,"tensor([0.2950, 0.1641, 0.1071, 0.0951, 0.1932, 0.1384, 0.2346, 0.2458, 0.2655,
        0.2524, 0.1983, 0.0565, 0.1957])","tensor([ 0,  8,  9,  7,  6, 10, 12,  4,  1,  5,  2,  3, 11])"
57,"tensor([0.2939, 0.1776, 0.5003, 0.1305, 0.0832, 0.2478, 0.7461, 0.7767, 0.7026,
        0.7000, 0.6692, 0.4889, 0.5019, 0.4128, 0.4571, 0.3223, 0.3872, 0.4178,
        0.1715, 0.2449, 0.1480, 0.2142, 0.0884, 0.3039])","tensor([ 7,  6,  8,  9, 10, 12,  2, 11, 14, 17, 13, 16, 15, 23,  0,  5, 19, 21,
         1, 18, 20,  3, 22,  4])"
58,"tensor([0.4511, 0.0730, 0.6556, 0.2184, 0.2184, 0.2184, 0.2184, 0.2184, 0.2184,
        0.2184, 0.2184, 0.2184, 0.2184, 0.2184, 0.2184, 0.2184, 0.2184, 0.2184,
        0.2184])","tensor([ 2,  0,  9, 18, 17, 16, 15, 14, 13, 12, 11, 10,  8,  7,  6,  5,  4,  3,
         1])"
59,"tensor([0.2431, 0.7914, 0.4478, 0.3828, 0.1847, 0.1284, 0.1754, 0.1499, 0.1464,
        0.0775, 0.1104, 0.0959, 0.2516, 0.5357, 0.5598, 0.4586, 0.5128, 0.5054,
        0.3272])","tensor([ 1, 14, 13, 16, 17, 15,  2,  3, 18, 12,  0,  4,  6,  7,  8,  5, 10, 11,
         9])"
