,cos_scores,sorted_snippets
11,"tensor([0.0055, 0.1146, 0.1267, 0.1949, 0.2029, 0.2323, 0.3388, 0.1758, 0.5555,
        0.1955, 0.3297, 0.3381, 0.2858, 0.1099, 0.2057, 0.1897, 0.3211])","tensor([ 8,  6, 11, 10, 16, 12,  5, 14,  4,  9,  3, 15,  7,  2,  1, 13,  0])"
12,"tensor([0.2203, 0.2318, 0.3045, 0.2422, 0.0415, 0.3986, 0.5280, 0.3172, 0.0707,
        0.2378, 0.5761, 0.4409, 0.1836, 0.2175, 0.2737, 0.7183, 0.5236, 0.5421])","tensor([15, 10, 17,  6, 16, 11,  5,  7,  2, 14,  3,  9,  1,  0, 13, 12,  8,  4])"
13,"tensor([0.2090, 0.1811, 0.1838, 0.1025, 0.1049, 0.6379, 0.6028, 0.5238, 0.5856,
        0.4639, 0.5141, 0.4908, 0.4205, 0.0761, 0.2600])","tensor([ 5,  6,  8,  7, 10, 11,  9, 12, 14,  0,  2,  1,  4,  3, 13])"
14,"tensor([0.0352, 0.3227, 0.3153, 0.2000, 0.0625, 0.8110, 0.1698, 0.1252, 0.1878,
        0.2676, 0.1533])","tensor([ 5,  1,  2,  9,  3,  8,  6, 10,  7,  4,  0])"
15,"tensor([0.1835, 0.2303, 0.3395, 0.8605, 0.6769, 0.0838, 0.0290, 0.1397, 0.1516,
        0.1753])","tensor([3, 4, 2, 1, 0, 9, 8, 7, 5, 6])"
16,"tensor([0.3900, 0.4138, 0.4262, 0.3445, 0.3710, 0.5457, 0.3720, 0.4876, 0.4668,
        0.4558, 0.4794, 0.3802, 0.2950, 0.2106, 0.3495, 0.1539, 0.5611, 0.1331,
        0.0315, 0.1893, 0.4200, 0.4379, 0.3448, 0.2303, 0.2804, 0.3638, 0.3499,
        0.2846, 0.6594, 0.3095, 0.3677, 0.0900, 0.0801, 0.0127, 0.1769, 0.1265,
        0.2112, 0.2256, 0.2213])","tensor([28, 16,  5,  7, 10,  8,  9, 21,  2, 20,  1,  0, 11,  6,  4, 30, 25, 26,
        14, 22,  3, 29, 12, 27, 24, 23, 37, 38, 36, 13, 19, 34, 15, 17, 35, 31,
        32, 18, 33])"
17,"tensor([0.2311, 0.3192, 0.1927, 0.2288, 0.0628, 0.2628, 0.2640, 0.0846, 0.4052,
        0.2001, 0.1703, 0.2188, 0.1257, 0.1483, 0.2084])","tensor([ 8,  1,  6,  5,  0,  3, 11, 14,  9,  2, 10, 13, 12,  7,  4])"
18,"tensor([0.3233, 0.3159, 0.3668, 0.3667, 0.3573, 0.2848, 0.2434, 0.2468, 0.3678,
        0.2735, 0.2957, 0.4965, 0.2863, 0.2544, 0.3087, 0.2685, 0.3046, 0.2977,
        0.2642, 0.3405, 0.3282, 0.1852, 0.2622, 0.2887, 0.2529, 0.2929, 0.2858,
        0.2841, 0.2620, 0.3493, 0.3390, 0.2940, 0.3070, 0.2719, 0.3298, 0.3037,
        0.3509, 0.2123, 0.3439, 0.2442, 0.2208, 0.2397, 0.2905, 0.2968, 0.2672,
        0.2012, 0.2487, 0.3226, 0.2872, 0.2714, 0.2762, 0.2525, 0.2686, 0.2463,
        0.3119, 0.2535, 0.2732])","tensor([11,  8,  2,  3,  4, 36, 29, 38, 19, 30, 34, 20,  0, 47,  1, 54, 14, 32,
        16, 35, 17, 43, 10, 31, 25, 42, 23, 48, 12, 26,  5, 27, 50,  9, 56, 33,
        49, 52, 15, 44, 18, 22, 28, 13, 55, 24, 51, 46,  7, 53, 39,  6, 41, 40,
        37, 45, 21])"
19,"tensor([ 0.5318,  0.4552,  0.2180,  0.1583,  0.6317,  0.1583, -0.0141,  0.0622,
         0.1438,  0.1020,  0.1124])","tensor([ 4,  0,  1,  2,  3,  5,  8, 10,  9,  7,  6])"
20,"tensor([0.3849, 0.6322, 0.5601, 0.5320, 0.2991, 0.2077, 0.4060, 0.2519, 0.2031,
        0.2685, 0.2042, 0.2628, 0.1951, 0.2470, 0.1410, 0.0651, 0.2006])","tensor([ 1,  2,  3,  6,  0,  4,  9, 11,  7, 13,  5, 10,  8, 16, 12, 14, 15])"
21,"tensor([ 0.1054,  0.1733,  0.0694,  0.0883,  0.2266,  0.0278,  0.1166,  0.0289,
         0.1975, -0.0104])","tensor([4, 8, 1, 6, 0, 3, 2, 7, 5, 9])"
22,"tensor([0.2422, 0.0798, 0.1407, 0.2261, 0.2811, 0.4999, 0.5486, 0.4586, 0.3836,
        0.2121, 0.3770, 0.2818, 0.2287, 0.2002, 0.2562, 0.1951])","tensor([ 6,  5,  7,  8, 10, 11,  4, 14,  0, 12,  3,  9, 13, 15,  2,  1])"
23,"tensor([0.0851, 0.2279, 0.8032, 0.0429, 0.0578, 0.1668, 0.3135, 0.2879, 0.4637,
        0.4140, 0.0638, 0.0480, 0.1107, 0.1668, 0.0371])","tensor([ 2,  8,  9,  6,  7,  1,  5, 13, 12,  0, 10,  4, 11,  3, 14])"
24,"tensor([0.1417, 0.5904, 0.5154, 0.5044, 0.5239, 0.7098, 0.2460, 0.2621, 0.4041,
        0.3180, 0.2533, 0.1712, 0.3787])","tensor([ 5,  1,  4,  2,  3,  8, 12,  9,  7, 10,  6, 11,  0])"
25,"tensor([0.1628, 0.1339, 0.1367, 0.4949, 0.1156, 0.1875, 0.1369, 0.0586, 0.2143,
        0.1477, 0.1803, 0.1882, 0.1301, 0.1666, 0.2115, 0.0544, 0.0808, 0.0180,
        0.0398, 0.0201, 0.0376, 0.1279, 0.1126])","tensor([ 3,  8, 14, 11,  5, 10, 13,  0,  9,  6,  2,  1, 12, 21,  4, 22, 16,  7,
        15, 18, 20, 19, 17])"
26,"tensor([ 0.2719,  0.3370,  0.2621,  0.3811,  0.5554, -0.0142,  0.0113,  0.1887,
         0.1003,  0.0150,  0.1394,  0.1913,  0.1799,  0.1170,  0.0995,  0.1051,
         0.0992])","tensor([ 4,  3,  1,  0,  2, 11,  7, 12, 10, 13, 15,  8, 14, 16,  9,  6,  5])"
27,"tensor([ 0.0165,  0.1678,  0.0615,  0.3545,  0.2026,  0.0991,  0.1225,  0.3013,
         0.2856,  0.0414,  0.0975,  0.3425,  0.1245,  0.3164,  0.2228,  0.2212,
         0.0217,  0.1270,  0.3409,  0.4066,  0.1997,  0.3911,  0.0149,  0.1039,
        -0.0187, -0.0057,  0.0968,  0.1000, -0.0303,  0.1812,  0.0473,  0.0552,
         0.2183,  0.1387,  0.0580,  0.0485,  0.3379])","tensor([19, 21,  3, 11, 18, 36, 13,  7,  8, 14, 15, 32,  4, 20, 29,  1, 33, 17,
        12,  6, 23, 27,  5, 10, 26,  2, 34, 31, 35, 30,  9, 16,  0, 22, 25, 24,
        28])"
28,"tensor([0.1926, 0.2164, 0.1995, 0.1947, 0.2402, 0.3075, 0.2496, 0.3598, 0.3636,
        0.3649, 0.4323, 0.4101, 0.6412, 0.4899, 0.4898, 0.2728])","tensor([12, 13, 14, 10, 11,  9,  8,  7,  5, 15,  6,  4,  1,  2,  3,  0])"
29,"tensor([ 0.1307,  0.1611,  0.0822,  0.3267,  0.2274,  0.2442,  0.1777,  0.2350,
         0.3063,  0.5299, -0.0176,  0.1661,  0.2009,  0.0270,  0.2827,  0.2361])","tensor([ 9,  3,  8, 14,  5, 15,  7,  4, 12,  6, 11,  1,  0,  2, 13, 10])"
30,"tensor([0.3455, 0.4511, 0.1508, 0.2255, 0.2766, 0.2066, 0.2978, 0.2053, 0.0412,
        0.1113, 0.4751, 0.3448, 0.4965, 0.3137, 0.3893, 0.3416, 0.2358, 0.2881,
        0.1053, 0.1424])","tensor([12, 10,  1, 14,  0, 11, 15, 13,  6, 17,  4, 16,  3,  5,  7,  2, 19,  9,
        18,  8])"
31,"tensor([0.3886, 0.3995, 0.3773, 0.4226, 0.3390, 0.4219, 0.3625, 0.4628, 0.5701,
        0.6202, 0.2227, 0.3206, 0.2127, 0.1569])","tensor([ 9,  8,  7,  3,  5,  1,  0,  2,  6,  4, 11, 10, 12, 13])"
32,"tensor([ 0.1815,  0.0893,  0.2078,  0.4908,  0.0930,  0.1297, -0.0196,  0.0277,
         0.0266, -0.0220,  0.1766,  0.0524,  0.0448, -0.0145,  0.1282,  0.1741,
         0.0544,  0.0357,  0.0357,  0.0391,  0.0548])","tensor([ 3,  2,  0, 10, 15,  5, 14,  4,  1, 20, 16, 11, 12, 19, 17, 18,  7,  8,
        13,  6,  9])"
33,"tensor([0.1699, 0.1875, 0.1886, 0.2439, 0.1839, 0.3769, 0.2934, 0.3289, 0.6427,
        0.5848, 0.7507, 0.6256])","tensor([10,  8, 11,  9,  5,  7,  6,  3,  2,  1,  4,  0])"
34,"tensor([ 0.0252,  0.0417,  0.0224,  0.2136, -0.0598,  0.0665,  0.0875,  0.2565,
         0.5779,  0.2601,  0.2376,  0.2662,  0.2799,  0.2738,  0.6164,  0.3093,
         0.0881,  0.2192,  0.0463,  0.1754,  0.1192,  0.0539,  0.1341,  0.0952,
         0.1973])","tensor([14,  8, 15, 12, 13, 11,  9,  7, 10, 17,  3, 24, 19, 22, 20, 23, 16,  6,
         5, 21, 18,  1,  0,  2,  4])"
35,"tensor([0.2240, 0.0851, 0.2382, 0.1821, 0.3231, 0.4012, 0.2107, 0.2392, 0.1470,
        0.3572, 0.1517, 0.2572, 0.1181, 0.2203, 0.3162, 0.3664, 0.3287, 0.2636])","tensor([ 5, 15,  9, 16,  4, 14, 17, 11,  7,  2,  0, 13,  6,  3, 10,  8, 12,  1])"
36,"tensor([0.0575, 0.4155, 0.2718, 0.2177, 0.3423, 0.1049, 0.2037, 0.2746, 0.2132,
        0.1414, 0.0549, 0.3173, 0.2192, 0.0652, 0.2575, 0.2903, 0.1301, 0.1749,
        0.3185, 0.1608, 0.3619])","tensor([ 1, 20,  4, 18, 11, 15,  7,  2, 14, 12,  3,  8,  6, 17, 19,  9, 16,  5,
        13,  0, 10])"
37,"tensor([ 0.0340,  0.3798, -0.0216,  0.1949,  0.2738,  0.1617,  0.1530,  0.1616,
         0.1163,  0.1704,  0.1156,  0.0986,  0.4883,  0.0843,  0.0995,  0.2410,
         0.7065,  0.1136,  0.1971,  0.1402,  0.0888,  0.2126,  0.1144,  0.1984,
         0.0340,  0.1246,  0.1003,  0.3478])","tensor([16, 12,  1, 27,  4, 15, 21, 23, 18,  3,  9,  5,  7,  6, 19, 25,  8, 10,
        22, 17, 26, 14, 11, 20, 13,  0, 24,  2])"
38,"tensor([0.1263, 0.0818, 0.1079, 0.0440, 0.0794, 0.2338, 0.2462, 0.3327, 0.6063,
        0.3961, 0.6914, 0.8130])","tensor([11, 10,  8,  9,  7,  6,  5,  0,  2,  1,  4,  3])"
39,"tensor([ 0.0313,  0.1360,  0.4585,  0.0786,  0.1550,  0.4061,  0.1056,  0.0241,
         0.0825, -0.0351,  0.0249])","tensor([ 2,  5,  4,  1,  6,  8,  3,  0, 10,  7,  9])"
40,"tensor([0.2762, 0.4212, 0.2263, 0.2353, 0.4373, 0.2487, 0.2144, 0.2255, 0.3236,
        0.2859, 0.2441, 0.2982, 0.3447, 0.4570, 0.5716, 0.2078])","tensor([14, 13,  4,  1, 12,  8, 11,  9,  0,  5, 10,  3,  2,  7,  6, 15])"
41,"tensor([0.1748, 0.0884, 0.1332, 0.4283, 0.7514, 0.4937, 0.3047, 0.2179, 0.1062,
        0.1306, 0.1176, 0.1780])","tensor([ 4,  5,  3,  6,  7, 11,  0,  2,  9, 10,  8,  1])"
42,"tensor([ 0.0796,  0.2129,  0.0798,  0.0983,  0.0681, -0.0081,  0.0637,  0.1793,
         0.0479,  0.0388,  0.0720,  0.2127,  0.2686,  0.1444,  0.0573,  0.0451,
         0.3453,  0.3397,  0.2124,  0.1461,  0.1551,  0.0272,  0.1826,  0.1056,
         0.1299,  0.1918,  0.2218, -0.0258,  0.0810,  0.2016,  0.0524,  0.1711,
         0.2571,  0.1758,  0.0911,  0.0509,  0.2620])","tensor([16, 17, 12, 36, 32, 26,  1, 11, 18, 29, 25, 22,  7, 33, 31, 20, 19, 13,
        24, 23,  3, 34, 28,  2,  0, 10,  4,  6, 14, 30, 35,  8, 15,  9, 21,  5,
        27])"
43,"tensor([0.2407, 0.1279, 0.1146, 0.1126, 0.1895, 0.1293, 0.6934, 0.5125, 0.4900,
        0.1323])","tensor([6, 7, 8, 0, 4, 9, 5, 1, 2, 3])"
44,"tensor([ 0.5892,  0.7570,  0.4446,  0.5050,  0.4446,  0.4903,  0.4913,  0.1892,
         0.4588,  0.1552,  0.1399,  0.0545,  0.0951, -0.0039,  0.0747,  0.1635,
         0.1934])","tensor([ 1,  0,  3,  6,  5,  8,  2,  4, 16,  7, 15,  9, 10, 12, 14, 11, 13])"
45,"tensor([0.3585, 0.2134, 0.2960, 0.3164, 0.2611, 0.3032, 0.2323, 0.1602, 0.2970,
        0.2157, 0.1729, 0.1694, 0.2845, 0.2177, 0.3060, 0.1557, 0.1416, 0.1854,
        0.2527, 0.2099, 0.2241, 0.2853, 0.1191, 0.2079, 0.2497, 0.2322, 0.1715,
        0.2886, 0.2692, 0.3537, 0.3032, 0.4452, 0.1944, 0.2122, 0.2490, 0.2148,
        0.1805, 0.1538, 0.2772, 0.1586, 0.2744, 0.2870, 0.2334, 0.2062, 0.2408,
        0.2251, 0.4580, 0.6146, 0.5323, 0.6858, 0.4294, 0.4884, 0.4704, 0.4578,
        0.4478, 0.4717, 0.2625])","tensor([49, 47, 48, 51, 55, 52, 46, 53, 54, 31, 50,  0, 29,  3, 14,  5, 30,  8,
         2, 27, 41, 21, 12, 38, 40, 28, 56,  4, 18, 24, 34, 44, 42,  6, 25, 45,
        20, 13,  9, 35,  1, 33, 19, 23, 43, 32, 17, 36, 10, 26, 11,  7, 39, 15,
        37, 16, 22])"
46,"tensor([0.4249, 0.4859, 0.3809, 0.4059, 0.3762, 0.5642, 0.4338, 0.4656, 0.4392,
        0.3847, 0.3764, 0.3971, 0.5130, 0.2511, 0.6133, 0.4969, 0.5081, 0.4278,
        0.5230, 0.3899, 0.4916, 0.3840, 0.5147, 0.3974, 0.5837, 0.3936, 0.4632,
        0.3839, 0.4170, 0.5151, 0.2928, 0.6089, 0.3867, 0.4671, 0.3424, 0.5246,
        0.4034, 0.4861, 0.4459, 0.5420, 0.3348, 0.4068, 0.3807, 0.5634, 0.3250,
        0.5637, 0.3448, 0.4078, 0.3916, 0.4662, 0.4085, 0.3975, 0.3532, 0.4346,
        0.3851, 0.3352, 0.4473, 0.4522, 0.3149, 0.5250, 0.3897, 0.5266, 0.3648,
        0.4841, 0.3985, 0.4948, 0.3650, 0.7258, 0.6739, 0.5075, 0.4061, 0.5467,
        0.3656, 0.4919, 0.3472, 0.5309, 0.4457, 0.5010, 0.5202, 0.4988, 0.3772,
        0.4970, 0.2949, 0.4888, 0.2872, 0.4594, 0.3560])","tensor([67, 68, 14, 31, 24,  5, 45, 43, 71, 39, 75, 61, 59, 35, 18, 78, 29, 22,
        12, 16, 69, 77, 79, 81, 15, 65, 73, 20, 83, 37,  1, 63, 33, 49,  7, 26,
        85, 57, 56, 38, 76,  8, 53,  6, 17,  0, 28, 50, 47, 41, 70,  3, 36, 64,
        51, 23, 11, 25, 48, 19, 60, 32, 54,  9, 21, 27,  2, 42, 80, 10,  4, 72,
        66, 62, 86, 52, 74, 46, 34, 55, 40, 44, 58, 82, 30, 84, 13])"
47,"tensor([2.1590e-01, 9.9956e-02, 3.5451e-02, 6.1237e-02, 1.9224e-01, 1.9273e-01,
        9.3132e-02, 3.1288e-05, 1.1635e-01, 1.3775e-01, 1.4889e-01, 1.0419e-01,
        5.9811e-01, 7.6791e-02, 3.9767e-02])","tensor([12,  0,  5,  4, 10,  9,  8, 11,  1,  6, 13,  3, 14,  2,  7])"
48,"tensor([ 0.7128,  0.0369,  0.0014,  0.0642, -0.0095,  0.1384,  0.1368,  0.0164,
         0.0887, -0.0500,  0.5720,  0.2134])","tensor([ 0, 10, 11,  5,  6,  8,  3,  1,  7,  2,  4,  9])"
49,"tensor([0.3453, 0.1369, 0.1260, 0.6327, 0.6524, 0.6413, 0.6217, 0.7259, 0.7483,
        0.6773, 0.3056, 0.3419, 0.2982, 0.4150, 0.3120, 0.3383, 0.3287, 0.2955,
        0.2970, 0.2899, 0.3816, 0.4207, 0.3147, 0.2583, 0.3381, 0.2987, 0.2877,
        0.3160, 0.2858, 0.3079, 0.3604, 0.3140, 0.3336, 0.3344, 0.3531, 0.3167,
        0.4333, 0.5108, 0.3021, 0.2840, 0.3403, 0.2616, 0.3624, 0.4083, 0.2744,
        0.3712, 0.2472, 0.2386, 0.3070, 0.2795, 0.4086, 0.4441, 0.3012, 0.2904,
        0.2843, 0.4044, 0.4106, 0.2885, 0.3527, 0.4014, 0.3240, 0.4425, 0.4610,
        0.3717, 0.3079, 0.2688, 0.3443, 0.2849, 0.2843, 0.3933, 0.4273, 0.3230,
        0.3218, 0.3111, 0.3084, 0.4061, 0.4632, 0.3096, 0.2679, 0.2561, 0.2211,
        0.2260, 0.2862, 0.2350, 0.2098, 0.3357, 0.3573, 0.2551, 0.2989, 0.1858,
        0.2138, 0.3411, 0.4115, 0.3361, 0.4385, 0.4793, 0.2888, 0.2576, 0.3564,
        0.4016, 0.2397, 0.2913, 0.2468, 0.3795, 0.2652, 0.2449, 0.3032, 0.2483,
        0.3626, 0.3813, 0.2487, 0.3160, 0.2643, 0.3027, 0.3333, 0.3079, 0.3128,
        0.3367, 0.3200, 0.4469, 0.4394, 0.3892, 0.5247, 0.4261, 0.2965, 0.3492,
        0.3163, 0.3269, 0.3020, 0.3957, 0.4281, 0.3373, 0.1947, 0.2662, 0.2010,
        0.2915, 0.3369, 0.1996, 0.2213, 0.1576, 0.4157, 0.2823, 0.3273, 0.2278,
        0.2699, 0.2385, 0.2517, 0.2433, 0.2459, 0.2498, 0.3182, 0.3321, 0.3096,
        0.2726, 0.4118, 0.2994, 0.2950, 0.3273, 0.3096, 0.3239, 0.3215, 0.2727,
        0.3798, 0.4216, 0.2414, 0.2898, 0.2350, 0.3198, 0.3713, 0.3196, 0.4066,
        0.4495, 0.3334, 0.2756, 0.2591, 0.2191, 0.1988, 0.3219, 0.2340, 0.3159,
        0.2192, 0.2654, 0.2257, 0.2034, 0.3737, 0.3037, 0.4233, 0.4986, 0.3166,
        0.3026, 0.3408, 0.3647, 0.3117, 0.3969, 0.3913, 0.4017, 0.3843, 0.5002,
        0.5645, 0.3494, 0.3459, 0.3045, 0.4056, 0.4412, 0.2762, 0.3090, 0.3164])","tensor([  8,   7,   9,   4,   5,   3,   6, 198, 122,  37, 197, 187,  95,  76,
         62, 171, 119,  51,  61, 203, 120,  94,  36, 130,  70, 123, 186, 163,
         21, 140,  13, 154,  92,  56,  50,  43, 170,  75, 202,  55, 195,  99,
         59, 193, 129,  69, 194, 121, 196,  20, 109, 162, 103, 184,  63, 168,
         45, 191, 108,  42,  30,  86,  98,  34,  58, 199, 125, 200,   0,  66,
         11,  91, 190,  40,  15,  24, 131, 136, 117,  93,  85,  33,  32, 172,
        114, 151,  16, 157, 142, 127,  60, 159,  71, 177,  72, 160, 118, 167,
        169, 150,  35, 188, 206, 126,  27, 111, 179,  22,  31, 116,  14, 192,
         73, 158, 152,  77, 205,  74,  29,  64, 115,  48,  10, 201, 185, 106,
        113, 189,  38, 128,  52, 155,  88,  25,  12,  18, 124,  17, 156, 135,
        101,  53,  19, 165,  96,  57,  26,  82,  28,  67,  54,  68,  39, 141,
         49, 204, 173,  44, 161, 153, 144,  65,  78, 133, 181, 104, 112,  41,
        174,  23,  97,  79,  87, 146, 149, 110, 107,  46, 102, 148, 105, 147,
        164, 100,  47, 145,  83, 166, 178, 143,  81, 182, 138,  80, 180, 175,
         90,  84, 183, 134, 137, 176, 132,  89, 139,   1,   2])"
50,"tensor([0.2368, 0.4271, 0.3225, 0.5339, 0.2976, 0.2133, 0.2309, 0.1611, 0.4880,
        0.1949, 0.2200])","tensor([ 3,  8,  1,  2,  4,  0,  6, 10,  5,  9,  7])"
51,"tensor([ 0.3009,  0.3061,  0.6509,  0.3300,  0.3084,  0.2786,  0.4308, -0.0407,
         0.1969,  0.0983,  0.1901,  0.1628,  0.0088])","tensor([ 2,  6,  3,  4,  1,  0,  5,  8, 10, 11,  9, 12,  7])"
52,"tensor([0.4918, 0.2873, 0.3125, 0.3052, 0.3990, 0.3123, 0.3090, 0.3615, 0.4939,
        0.6525, 0.4444, 0.4346, 0.4131, 0.4171, 0.0501, 0.2899, 0.3201, 0.2889,
        0.3459, 0.1130, 0.0768, 0.2577, 0.1402, 0.4220, 0.1865, 0.2494, 0.1723,
        0.2289, 0.3901, 0.1859])","tensor([ 9,  8,  0, 10, 11, 23, 13, 12,  4, 28,  7, 18, 16,  2,  5,  6,  3, 15,
        17,  1, 21, 25, 27, 24, 29, 26, 22, 19, 20, 14])"
53,"tensor([0.3597, 0.3363, 0.2522, 0.5390, 0.6371, 0.7837, 0.4896, 0.5349, 0.4044,
        0.4019, 0.1078, 0.3156, 0.4593, 0.4165])","tensor([ 5,  4,  3,  7,  6, 12, 13,  8,  9,  0,  1, 11,  2, 10])"
54,"tensor([0.3245, 0.5275, 0.5203, 0.2897, 0.3429, 0.4140, 0.6974, 0.4864, 0.5151,
        0.3195, 0.3118])","tensor([ 6,  1,  2,  8,  7,  5,  4,  0,  9, 10,  3])"
55,"tensor([0.2212, 0.1512, 0.3696, 0.0843, 0.2887, 0.1362, 0.0230, 0.0751, 0.2139,
        0.0513, 0.0637, 0.1565, 0.5081, 0.6962])","tensor([13, 12,  2,  4,  0,  8, 11,  1,  5,  3,  7, 10,  9,  6])"
56,"tensor([0.2436, 0.1698, 0.0740, 0.0562, 0.1917, 0.0633, 0.2844, 0.3131, 0.3014,
        0.2812, 0.1987, 0.0240, 0.2040])","tensor([ 7,  8,  6,  9,  0, 12, 10,  4,  1,  2,  5,  3, 11])"
57,"tensor([0.1835, 0.1623, 0.3973, 0.1917, 0.0461, 0.2055, 0.5436, 0.5564, 0.4616,
        0.5521, 0.4891, 0.4425, 0.5492, 0.2733, 0.3081, 0.3198, 0.2726, 0.2738,
        0.1160, 0.2627, 0.1379, 0.1513, 0.0754, 0.4275])","tensor([ 7,  9, 12,  6, 10,  8, 11, 23,  2, 15, 14, 17, 13, 16, 19,  5,  3,  0,
         1, 21, 20, 18, 22,  4])"
58,"tensor([0.3803, 0.0730, 0.6198, 0.4144, 0.4305, 0.2947, 0.4174, 0.4681, 0.3748,
        0.3909, 0.4063, 0.3822, 0.4742, 0.3754, 0.4795, 0.3971, 0.4614, 0.3901,
        0.6856])","tensor([18,  2, 14, 12,  7, 16,  4,  6,  3, 10, 15,  9, 17, 11,  0, 13,  8,  5,
         1])"
59,"tensor([0.1331, 0.6022, 0.5331, 0.3157, 0.1506, 0.0896, 0.1736, 0.1326, 0.1760,
        0.1097, 0.2025, 0.0662, 0.2583, 0.4473, 0.5079, 0.4525, 0.4855, 0.4790,
        0.4194])","tensor([ 1,  2, 14, 16, 17, 15, 13, 18,  3, 12, 10,  8,  6,  4,  0,  7,  9,  5,
        11])"
